id,gene_id,description,developmental_type
8384,ENSG00000229267,AC072062.1,NA
8385,ENSG00000207274,SNORA70,NA
8386,ENSG00000230076,RPL10P6,NA
8387,ENSG00000144452,ABCA12,Tbio
8388,ENSG00000227769,AC072062.3,NA
8389,ENSG00000237571,AC073284.4,NA
8390,ENSG00000138363,ATIC,Tchem
8391,ENSG00000115414,FN1,Tchem
8392,ENSG00000230695,AC012462.1,NA
8393,ENSG00000225166,AC012462.2,NA
8394,ENSG00000228618,AC012462.3,NA
8395,ENSG00000234938,AC012668.1,NA
8396,ENSG00000237525,AC012668.2,NA
8397,ENSG00000227981,AC012668.3,NA
8398,ENSG00000235770,LINC00607,NA
8399,ENSG00000230838,LINC01614,NA
8400,ENSG00000216721,AC093850.1,NA
8401,ENSG00000227824,AC122136.2,NA
8402,ENSG00000226276,AC093382.1,NA
8403,ENSG00000118242,MREG,Tbio
8404,ENSG00000115425,PECR,Tbio
8405,ENSG00000163449,TMEM169,Tdark
8406,ENSG00000079246,XRCC5,Tbio
8407,ENSG00000232970,POLHP1,NA
8408,ENSG00000236478,AC012513.4,NA
8409,ENSG00000279348,RP11-566E18.1,NA
8410,ENSG00000260804,LINC01963,NA
8411,ENSG00000144583,04-03-2022 00:00,NA
8412,ENSG00000231092,AC012513.6,NA
8413,ENSG00000233581,AC069155.1,NA
8414,ENSG00000207303,Y_RNA,NA
8415,ENSG00000235042,AC098820.2,NA
8416,ENSG00000138375,SMARCAL1,Tbio
8417,ENSG00000232485,AC098820.3,NA
8418,ENSG00000241520,AC098820.4,NA
8419,ENSG00000197756,RPL37A,Tbio
8420,ENSG00000224391,LINC01280,NA
8421,ENSG00000225794,AC073321.4,NA
8422,ENSG00000235444,PSMB3P2,NA
8423,ENSG00000115457,IGFBP2,Tchem
8424,ENSG00000115461,IGFBP5,Tchem
8425,ENSG00000236886,AC007563.5,NA
8426,ENSG00000237930,AC007563.4,NA
8427,ENSG00000222832,RNA5SP120,NA
8428,ENSG00000229352,AC007563.3,NA
8429,ENSG00000234588,FABP5P14,NA
8430,ENSG00000231597,AC007557.4,NA
8431,ENSG00000118245,TNP1,Tbio
8432,ENSG00000237479,AC007557.2,NA
8433,ENSG00000227021,AC007557.3,NA
8434,ENSG00000236295,AC007563.1,NA
8435,ENSG00000223874,LINC01921,NA
8436,ENSG00000259855,RP11-574O16.1,NA
8437,ENSG00000251982,RN7SKP43,NA
8438,ENSG00000233143,DIRC3-AS1,NA
8439,ENSG00000278004,Pinc,NA
8440,ENSG00000231672,DIRC3,NA
8441,ENSG00000224414,AC010886.2,NA
8442,ENSG00000231035,RPL7L1P9,NA
8443,ENSG00000079308,TNS1,Tbio
8444,ENSG00000275458,MIR6809,NA
8445,ENSG00000223923,AC010136.2,NA
8446,ENSG00000188282,RUFY4,Tbio
8447,ENSG00000229754,CXCR2P1,NA
8448,ENSG00000180871,CXCR2,Tchem
8449,ENSG00000163464,CXCR1,Tchem
8450,ENSG00000224159,HMGB1P9,NA
8451,ENSG00000163466,ARPC2,Tbio
8452,ENSG00000261338,RP11-378A13.1,NA
8453,ENSG00000179921,GPBAR1,Tchem
8454,ENSG00000127837,AAMP,Tbio
8455,ENSG00000127838,PNKD,Tbio
8456,ENSG00000135926,TMBIM1,Tbio
8457,ENSG00000284173,MIR6513,NA
8458,ENSG00000237281,CATIP-AS2,NA
8459,ENSG00000278524,MIR6810,NA
8460,ENSG00000230580,AC021016.7,NA
8461,ENSG00000158428,CATIP,Tdark
8462,ENSG00000225062,CATIP-AS1,NA
8463,ENSG00000018280,SLC11A1,Tbio
8464,ENSG00000144579,CTDSP1,Tchem
8465,ENSG00000273361,RP11-378A13.2,NA
8466,ENSG00000199121,MIR26B,NA
8467,ENSG00000127831,VIL1,Tbio
8468,ENSG00000135913,USP37,Tbio
8469,ENSG00000222714,RN7SKP38,NA
8470,ENSG00000144580,CNOT9,Tbio
8471,ENSG00000207393,RNU6-136P,NA
8472,ENSG00000115556,PLCD4,Tbio
8473,ENSG00000273466,RP11-548H3.1,NA
8474,ENSG00000115568,ZNF142,Tdark
8475,ENSG00000074582,BCS1L,Tbio
8476,ENSG00000163481,RNF25,Tbio
8477,ENSG00000163482,STK36,Tbio
8478,ENSG00000135912,TTLL4,Tbio
8479,ENSG00000135929,CYP27A1,Tchem
8480,ENSG00000272555,RP11-459I19.1,NA
8481,ENSG00000115592,PRKAG3,Tbio
8482,ENSG00000283639,MIR9500,NA
8483,ENSG00000232625,RPL23AP31,NA
8484,ENSG00000115596,WNT6,Tbio
8485,ENSG00000135925,WNT10A,Tbio
8486,ENSG00000228135,LINC01494,NA
8487,ENSG00000200029,RNU6-642P,NA
8488,ENSG00000235024,AC097468.7,NA
8489,ENSG00000224928,KRT8P30,NA
8490,ENSG00000171450,CDK5R2,Tbio
8491,ENSG00000236445,LINC00608,NA
8492,ENSG00000163497,FEV,Tbio
8493,ENSG00000163499,CRYBA2,Tdark
8494,ENSG00000198973,MIR375,NA
8495,ENSG00000224090,AC097468.4,NA
8496,ENSG00000181378,CFAP65,Tdark
8497,ENSG00000163501,IHH,Tbio
8498,ENSG00000264755,MIR3131,NA
8499,ENSG00000272644,RP11-33O4.1,NA
8500,ENSG00000187736,NHEJ1,Tbio
8501,ENSG00000240317,RN7SL764P,NA
8502,ENSG00000213901,SLC23A3,Tdark
8503,ENSG00000115649,CNPPD1,Tdark
8504,ENSG00000144567,FAM134A,NA
8505,ENSG00000158552,ZFAND2B,Tbio
8506,ENSG00000115657,ABCB6,Tbio
8507,ENSG00000198925,ATG9A,Tbio
8508,ENSG00000163516,ANKZF1,Tbio
8509,ENSG00000163521,GLB1L,Tdark
8510,ENSG00000115661,STK16,Tchem
8511,ENSG00000127824,TUBA4A,Tchem
8512,ENSG00000243910,TUBA4B,Tdark
8513,ENSG00000135924,DNAJB2,Tbio
8514,ENSG00000054356,PTPRN,Tbio
8515,ENSG00000207647,MIR153-1,NA
8516,ENSG00000230432,AC114803.3,NA
8517,ENSG00000182698,RESP18,Tdark
8518,ENSG00000232789,AC053503.2,NA
8519,ENSG00000123992,DNPEP,Tchem
8520,ENSG00000229525,AC053503.4,NA
8521,ENSG00000175084,DES,Tbio
8522,ENSG00000234638,AC053503.6,NA
8523,ENSG00000280323,AC053503.12,NA
8524,ENSG00000072195,SPEG,Tbio
8525,ENSG00000227432,AC053503.11,NA
8526,ENSG00000268603,RP11-316O14.1,NA
8527,ENSG00000144591,GMPPA,Tbio
8528,ENSG00000072182,ASIC4,Tbio
8529,ENSG00000123989,CHPF,Tbio
8530,ENSG00000188760,TMEM198,Tdark
8531,ENSG00000268896,RP11-256I23.1,NA
8532,ENSG00000265252,MIR3132,NA
8533,ENSG00000124006,OBSL1,Tbio
8534,ENSG00000269068,RP11-256I23.2,NA
8535,ENSG00000123999,INHA,Tbio
8536,ENSG00000222678,RN7SKP213,NA
8537,ENSG00000144589,STK11IP,Tdark
8538,ENSG00000228973,AC009955.8,NA
8539,ENSG00000114923,SLC4A3,Tbio
8540,ENSG00000267919,RP11-256I23.3,NA
8541,ENSG00000231802,AC009502.1,NA
8542,ENSG00000227308,AC009502.4,NA
8543,ENSG00000223903,RPL23P4,NA
8544,ENSG00000228909,LINC01803,NA
8545,ENSG00000266518,MIR4268,NA
8546,ENSG00000225911,AC009310.1,NA
8547,ENSG00000239498,AC114765.1,NA
8548,ENSG00000235337,AC114765.2,NA
8549,ENSG00000236451,AC067956.1,NA
8550,ENSG00000224819,AC093843.1,NA
8551,ENSG00000232089,AC011233.2,NA
8552,ENSG00000116106,EPHA4,Tchem
8553,ENSG00000226726,TMEM256P2,NA
8554,ENSG00000272944,CTD-2308L22.1,NA
8555,ENSG00000230406,AC079834.1,NA
8556,ENSG00000234446,AC068489.1,NA
8557,ENSG00000233868,AC009302.2,NA
8558,ENSG00000226666,HSPA9P1,NA
8559,ENSG00000226331,RPL23AP28,NA
8560,ENSG00000135903,PAX3,Tbio
8561,ENSG00000163081,CCDC140,Tdark
8562,ENSG00000267034,RP11-384O8.1,NA
8563,ENSG00000237732,AC010980.2,NA
8564,ENSG00000200822,Y_RNA,NA
8565,ENSG00000163082,SGPP2,Tbio
8566,ENSG00000228670,NANOGP2,NA
8567,ENSG00000202016,RNU6-619P,NA
8568,ENSG00000234285,GAPDHP49,NA
8569,ENSG00000261428,RP11-16P6.1,NA
8570,ENSG00000116120,FARSB,Tchem
8571,ENSG00000124003,MOGAT1,Tbio
8572,ENSG00000233751,AC104772.1,NA
8573,ENSG00000203531,AC016712.1,NA
8574,ENSG00000235225,AC016712.2,NA
8575,ENSG00000123983,ACSL3,Tbio
8576,ENSG00000224121,ATG12P2,NA
8577,ENSG00000234193,AC097461.4,NA
8578,ENSG00000278083,RP11-525G12.1,NA
8579,ENSG00000152049,KCNE4,Tbio
8580,ENSG00000243125,RN7SL807P,NA
8581,ENSG00000233299,HIGD1AP4,NA
8582,ENSG00000231189,AC013448.1,NA
8583,ENSG00000235610,AC013448.2,NA
8584,ENSG00000171951,SCG2,Tbio
8585,ENSG00000226539,AC012512.1,NA
8586,ENSG00000152056,AP1S3,Tbio
8587,ENSG00000085449,WDFY1,Tbio
8588,ENSG00000135900,MRPL44,Tbio
8589,ENSG00000228802,AC073641.2,NA
8590,ENSG00000135919,SERPINE2,Tbio
8591,ENSG00000224826,AC019109.1,NA
8592,ENSG00000228681,AC008072.1,NA
8593,ENSG00000124019,FAM124B,Tdark
8594,ENSG00000274629,RP11-92F20.1,NA
8595,ENSG00000036257,CUL3,Tbio
8596,ENSG00000228446,AC073052.1,NA
8597,ENSG00000283428,RP11-811O14.1,NA
8598,ENSG00000135905,DOCK10,Tbio
8599,ENSG00000263828,MIR4439,NA
8600,ENSG00000144460,NYAP2,Tdark
8601,ENSG00000228206,AC016717.1,NA
8602,ENSG00000273301,RP11-314B1.2,NA
8603,ENSG00000279015,RP11-314B1.1,NA
8604,ENSG00000230621,AC080002.1,NA
8605,ENSG00000235070,AC068138.1,NA
8606,ENSG00000263363,MIR5702,NA
8607,ENSG00000169047,IRS1,Tchem
8608,ENSG00000272622,RP11-395N3.2,NA
8609,ENSG00000261379,RP11-395N3.1,NA
8610,ENSG00000144468,RHBDD1,Tbio
8611,ENSG00000212391,SNORA48,NA
8612,ENSG00000081052,COL4A4,Tbio
8613,ENSG00000169031,COL4A3,Tbio
8614,ENSG00000236432,AC097662.2,NA
8615,ENSG00000168958,MFF,Tbio
8616,ENSG00000168955,TM4SF20,Tbio
8617,ENSG00000284092,MIR5703,NA
8618,ENSG00000173744,AGFG1,Tbio
8619,ENSG00000042304,C2orf83,Tdark
8620,ENSG00000236116,AC064853.2,NA
8621,ENSG00000250599,AC064853.3,NA
8622,ENSG00000135917,SLC19A3,Tbio
8623,ENSG00000252346,RNA5SP121,NA
8624,ENSG00000226718,SNRPGP8,NA
8625,ENSG00000229172,AC073065.3,NA
8626,ENSG00000115009,CCL20,Tbio
8627,ENSG00000183514,TDGF1P2,NA
8628,ENSG00000123977,DAW1,Tdark
8629,ENSG00000272237,SNORA25,NA
8630,ENSG00000153820,SPHKAP,Tbio
8631,ENSG00000200281,RNU6-624P,NA
8632,ENSG00000203387,AC074019.2,NA
8633,ENSG00000232023,LINC01807,NA
8634,ENSG00000228226,AC074019.1,NA
8635,ENSG00000237322,RPL7L1P10,NA
8636,ENSG00000153823,PID1,Tbio
8637,ENSG00000226297,AC007677.2,NA
8638,ENSG00000253006,RN7SKP283,NA
8639,ENSG00000187957,DNER,Tbio
8640,ENSG00000238782,RNU7-9P,NA
8641,ENSG00000235993,AC007559.1,NA
8642,ENSG00000153827,TRIP12,Tbio
8643,ENSG00000222344,RNU6-613P,NA
8644,ENSG00000153832,FBXO36,Tdark
8645,ENSG00000252333,RNU6-964P,NA
8646,ENSG00000231534,FBXO36-IT1,NA
8647,ENSG00000206725,RNU6-1027P,NA
8648,ENSG00000163053,SLC16A14,Tbio
8649,ENSG00000199400,RNY4P19,NA
8650,ENSG00000225963,AC009950.2,NA
8651,ENSG00000283451,RP11-98F19.1,NA
8652,ENSG00000135899,SP110,Tbio
8653,ENSG00000079263,SP140,Tbio
8654,ENSG00000185404,SP140L,Tdark
8655,ENSG00000279964,RP11-69J7.1,NA
8656,ENSG00000067066,SP100,Tbio
8657,ENSG00000243650,RN7SL834P,NA
8658,ENSG00000250011,HMGB1P3,NA
8659,ENSG00000235419,AC010149.4,NA
8660,ENSG00000183022,TPM3P8,NA
8661,ENSG00000283202,RP11-395A23.1,NA
8662,ENSG00000199791,RNU6-451P,NA
8663,ENSG00000226125,LINC01907,NA
8664,ENSG00000135932,CAB39,Tbio
8665,ENSG00000237758,BANF1P3,NA
8666,ENSG00000201044,RNU6-268P,NA
8667,ENSG00000270891,RP11-499P1.1,NA
8668,ENSG00000135916,ITM2C,Tbio
8669,ENSG00000232520,AC012507.3,NA
8670,ENSG00000135898,GPR55,Tclin
8671,ENSG00000283164,RP11-499P1.2,NA
8672,ENSG00000235013,COX20P2,NA
8673,ENSG00000238062,SPATA3-AS1,NA
8674,ENSG00000173699,SPATA3,Tdark
8675,ENSG00000204128,C2orf72,Tdark
8676,ENSG00000261829,RP11-223I10.1,NA
8677,ENSG00000173692,PSMD1,Tbio
8678,ENSG00000135914,HTR2B,Tclin
8679,ENSG00000201574,RNU1-93P,NA
8680,ENSG00000135931,ARMC9,Tbio
8681,ENSG00000237039,AC018738.2,NA
8682,ENSG00000263641,MIR4777,NA
8683,ENSG00000224376,AC017104.6,NA
8684,ENSG00000156966,B3GNT7,Tbio
8685,ENSG00000172799,ZBTB8OSP2,NA
8686,ENSG00000230047,AC017104.4,NA
8687,ENSG00000233538,AC017104.2,NA
8688,ENSG00000115053,NCL,Tbio
8689,ENSG00000206885,SNORA75,NA
8690,ENSG00000207280,SNORD20,NA
8691,ENSG00000202400,SNORD82,NA
8692,ENSG00000283312,RP11-562I5.1,NA
8693,ENSG00000283491,RP11-562I5.2,NA
8694,ENSG00000223198,RNU2-22P,NA
8695,ENSG00000181798,LINC00471,Tdark
8696,ENSG00000171596,NMUR1,Tchem
8697,ENSG00000231494,AC104634.3,NA
8698,ENSG00000228884,RPL23AP26,NA
8699,ENSG00000177673,TEX44,Tdark
8700,ENSG00000239202,RN7SL499P,NA
8701,ENSG00000187514,PTMA,Tbio
8702,ENSG00000277986,U4,NA
8703,ENSG00000156973,PDE6D,Tclin
8704,ENSG00000281072,AC073476.1,NA
8705,ENSG00000144524,COPS7B,Tbio
8706,ENSG00000237641,RP11-690I21.1,NA
8707,ENSG00000261096,RP11-690I21.2,NA
8708,ENSG00000222246,MIR1471,NA
8709,ENSG00000163273,NPPC,Tbio
8710,ENSG00000144535,DIS3L2,Tbio
8711,ENSG00000227033,AC105461.1,NA
8712,ENSG00000207626,MIR562,NA
8713,ENSG00000251485,AC068134.10,NA
8714,ENSG00000230122,ECEL1P3,NA
8715,ENSG00000275157,RP11-762N20.1,NA
8716,ENSG00000163283,ALPP,Tbio
8717,ENSG00000224516,AC068134.8,NA
8718,ENSG00000244280,ECEL1P2,NA
8719,ENSG00000163286,ALPPL2,NA
8720,ENSG00000204121,ECEL1P1,NA
8721,ENSG00000237087,AC068134.6,NA
8722,ENSG00000223788,DIS3L2P1,NA
8723,ENSG00000163295,ALPI,Tchem
8724,ENSG00000171551,ECEL1,Tbio
8725,ENSG00000237412,PRSS56,Tbio
8726,ENSG00000135902,CHRND,Tclin
8727,ENSG00000196811,CHRNG,Tclin
8728,ENSG00000221944,TIGD1,Tdark
8729,ENSG00000135930,EIF4E2,Tbio
8730,ENSG00000237126,AC073254.1,NA
8731,ENSG00000115468,EFHD1,Tbio
8732,ENSG00000244384,RN7SL359P,NA
8733,ENSG00000204120,GIGYF2,Tchem
8734,ENSG00000213055,EEF1B2P7,NA
8735,ENSG00000241409,AC064852.4,NA
8736,ENSG00000115474,KCNJ13,Tchem
8737,ENSG00000252452,RNU6-107P,NA
8738,ENSG00000199781,Y_RNA,NA
8739,ENSG00000182600,C2orf82,NA
8740,ENSG00000066248,NGEF,Tbio
8741,ENSG00000222001,AC106876.2,NA
8742,ENSG00000115488,NEU2,Tbio
8743,ENSG00000168918,INPP5D,Tbio
8744,ENSG00000263941,RN7SL32P,NA
8745,ENSG00000085978,ATG16L1,Tbio
8746,ENSG00000252010,SCARNA5,NA
8747,ENSG00000251791,SCARNA6,NA
8748,ENSG00000130561,SAG,Tbio
8749,ENSG00000259793,RP11-400N9.1,NA
8750,ENSG00000077044,DGKD,Tbio
8751,ENSG00000201013,Y_RNA,NA
8752,ENSG00000085982,USP40,Tbio
8753,ENSG00000271639,RP11-289A15.1,NA
8754,ENSG00000228949,UGT1A12P,NA
8755,ENSG00000227846,UGT1A11P,NA
8756,ENSG00000242366,UGT1A8,Tbio
8757,ENSG00000242515,UGT1A10,Tbio
8758,ENSG00000234143,UGT1A13P,NA
8759,ENSG00000241119,UGT1A9,Tbio
8760,ENSG00000244122,UGT1A7,Tbio
8761,ENSG00000167165,UGT1A6,Tbio
8762,ENSG00000224814,AC114812.8,NA
8763,ENSG00000240224,UGT1A5,Tdark
8764,ENSG00000244474,UGT1A4,Tbio
8765,ENSG00000233445,RPL17P11,NA
8766,ENSG00000243135,UGT1A3,Tbio
8767,ENSG00000248114,AC114812.9,NA
8768,ENSG00000227802,DNAJB3,Tdark
8769,ENSG00000228445,UGT1A2P,NA
8770,ENSG00000248705,AC114812.10,NA
8771,ENSG00000178836,AC114812.5,NA
8772,ENSG00000241635,UGT1A1,Tchem
8773,ENSG00000185038,MROH2A,Tdark
8774,ENSG00000123485,HJURP,Tbio
8775,ENSG00000224287,MSL3P1,Tdark
8776,ENSG00000144481,TRPM8,Tclin
8777,ENSG00000237581,AC005538.5,NA
8778,ENSG00000072080,SPP2,Tbio
8779,ENSG00000279218,RP11-263G22.1,NA
8780,ENSG00000226442,AC006037.2,NA
8781,ENSG00000261298,RP11-309M7.1,NA
8782,ENSG00000237784,AC097713.5,NA
8783,ENSG00000228162,AC097713.3,NA
8784,ENSG00000231682,LINC01891,NA
8785,ENSG00000232690,HSPE1P9,NA
8786,ENSG00000188042,ARL4C,Tbio
8787,ENSG00000280744,LINC01173,NA
8788,ENSG00000278593,RP13-977E11.1,NA
8789,ENSG00000235726,AC010148.1,NA
8790,ENSG00000130147,SH3BP4,Tbio
8791,ENSG00000226542,AC114814.4,NA
8792,ENSG00000231032,AC114814.2,NA
8793,ENSG00000235293,AC114814.3,NA
8794,ENSG00000157985,AGAP1,Tbio
8795,ENSG00000235529,AGAP1-IT1,NA
8796,ENSG00000222007,AC064874.1,NA
8797,ENSG00000228499,TMSB10P1,NA
8798,ENSG00000238812,RNU7-127P,NA
8799,ENSG00000264676,RN7SL204P,NA
8800,ENSG00000207049,Y_RNA,NA
8801,ENSG00000168505,GBX2,Tbio
8802,ENSG00000233611,AC079135.1,NA
8803,ENSG00000182177,ASB18,Tdark
8804,ENSG00000200745,RNU1-31P,NA
8805,ENSG00000132321,IQCA1,Tdark
8806,ENSG00000270540,RP11-785G17.1,NA
8807,ENSG00000232893,IQCA1-AS1,NA
8808,ENSG00000231546,RPL3P5,NA
8809,ENSG00000144476,ACKR3,Tchem
8810,ENSG00000232328,AC011286.1,NA
8811,ENSG00000202341,RNU6-1051P,NA
8812,ENSG00000124835,AC105760.3,NA
8813,ENSG00000227252,AC105760.2,NA
8814,ENSG00000198612,COPS8,Tbio
8815,ENSG00000224844,AC107079.1,NA
8816,ENSG00000224132,AC112715.2,NA
8817,ENSG00000163359,COL6A3,Tbio
8818,ENSG00000222022,AC112721.1,NA
8819,ENSG00000222032,AC112721.2,NA
8820,ENSG00000115648,MLPH,Tbio
8821,ENSG00000277842,MIR6811,NA
8822,ENSG00000222449,RNU6-1140P,NA
8823,ENSG00000071677,PRLH,Tdark
8824,ENSG00000124839,RAB17,Tbio
8825,ENSG00000234949,AC104667.3,NA
8826,ENSG00000227107,AC096574.5,NA
8827,ENSG00000124831,LRRFIP1,Tbio
8828,ENSG00000177483,RBM44,Tdark
8829,ENSG00000132329,RAMP1,Tclin
8830,ENSG00000263723,SNORD39,NA
8831,ENSG00000184182,UBE2F,Tbio
8832,ENSG00000251971,RNU6-1333P,NA
8833,ENSG00000132330,SCLY,Tbio
8834,ENSG00000144488,ESPNL,Tdark
8835,ENSG00000168427,KLHL30,Tdark
8836,ENSG00000279484,KLHL30-AS1,Tdark
8837,ENSG00000178752,ERFE,Tbio
8838,ENSG00000132323,ILKAP,Tbio
8839,ENSG00000186235,AC016757.3,NA
8840,ENSG00000225057,AC096574.4,NA
8841,ENSG00000144485,HES6,Tbio
8842,ENSG00000132326,PER2,Tchem
8843,ENSG00000283635,RP11-5O24.1,NA
8844,ENSG00000232306,AC012485.2,NA
8845,ENSG00000204104,TRAF3IP1,Tbio
8846,ENSG00000202099,RNU6-234P,NA
8847,ENSG00000065802,ASB1,Tdark
8848,ENSG00000229915,AC016999.2,NA
8849,ENSG00000274346,RP11-40B20.1,NA
8850,ENSG00000225493,LINC01107,NA
8851,ENSG00000234279,LINC01937,NA
8852,ENSG00000224252,AC113618.2,NA
8853,ENSG00000226992,AC144525.1,NA
8854,ENSG00000233608,TWIST2,Tbio
8855,ENSG00000227744,LINC01940,NA
8856,ENSG00000068024,HDAC4,Tclin
8857,ENSG00000266109,MIR4440,NA
8858,ENSG00000264810,MIR4441,NA
8859,ENSG00000265215,MIR4269,NA
8860,ENSG00000264292,MIR2467,NA
8861,ENSG00000222020,AC062017.1,NA
8862,ENSG00000196758,AC079612.1,NA
8863,ENSG00000227459,AC079612.2,NA
8864,ENSG00000259889,RP11-315F22.1,NA
8865,ENSG00000220256,AC093802.1,NA
8866,ENSG00000130414,NDUFA10,Tclin
8867,ENSG00000264279,MIR4786,NA
8868,ENSG00000182083,OR6B2,Tdark
8869,ENSG00000221961,PRR21,NA
8870,ENSG00000178586,OR6B3,Tdark
8871,ENSG00000231278,OR9S24P,NA
8872,ENSG00000213048,OR5S1P,NA
8873,ENSG00000172428,COPS9,Tbio
8874,ENSG00000178602,OTOS,Tdark
8875,ENSG00000227479,AC124861.1,NA
8876,ENSG00000276366,U3,NA
8877,ENSG00000063660,GPC1,Tbio
8878,ENSG00000218416,PP14571,NA
8879,ENSG00000207611,MIR149,NA
8880,ENSG00000144504,ANKMY1,Tbio
8881,ENSG00000188542,DUSP28,Tbio
8882,ENSG00000142327,RNPEPL1,Tbio
8883,ENSG00000260942,CAPN10-AS1,NA
8884,ENSG00000142330,CAPN10,Tbio
8885,ENSG00000178623,GPR35,Tchem
8886,ENSG00000276949,RP11-118M12.1,NA
8887,ENSG00000185176,AQP12B,Tdark
8888,ENSG00000219159,AC011298.2,NA
8889,ENSG00000184945,AQP12A,Tbio
8890,ENSG00000274977,RP11-118M12.2,NA
8891,ENSG00000130294,KIF1A,Tbio
8892,ENSG00000172482,AGXT,Tbio
8893,ENSG00000172478,C2orf54,Tdark
8894,ENSG00000226321,CROCC2,Tdark
8895,ENSG00000233392,AC104809.4,NA
8896,ENSG00000223991,AC104809.2,NA
8897,ENSG00000162804,SNED1,Tbio
8898,ENSG00000229996,AC093585.6,NA
8899,ENSG00000225521,AC005237.4,NA
8900,ENSG00000122085,MTERF4,Tbio
8901,ENSG00000115687,PASK,Tchem
8902,ENSG00000235861,AC005237.2,NA
8903,ENSG00000115685,PPP1R7,Tbio
8904,ENSG00000146205,ANO7,Tbio
8905,ENSG00000115677,HDLBP,Tbio
8906,ENSG00000168385-Sep,163.84,NA
8907,ENSG00000223374,AC005104.3,NA
8908,ENSG00000006607,FARP2,Tbio
8909,ENSG00000263752,MIR3133,NA
8910,ENSG00000224232,AC110299.5,NA
8911,ENSG00000115694,STK25,Tchem
8912,ENSG00000234235,BOK-AS1,NA
8913,ENSG00000176720,BOK,Tbio
8914,ENSG00000273113,RP11-367H1.1,NA
8915,ENSG00000176946,THAP4,Tbio
8916,ENSG00000207186,RNA5SP122,NA
8917,ENSG00000168397,ATG4B,Tchem
8918,ENSG00000168393,DTYMK,Tbio
8919,ENSG00000168395,ING5,Tbio
8920,ENSG00000235351,AC114730.11,NA
8921,ENSG00000180902,D2HGDH,Tbio
8922,ENSG00000215692,AC114730.8,NA
8923,ENSG00000234793,AC114730.7,NA
8924,ENSG00000154252,GAL3ST2,Tdark
8925,ENSG00000215023,AC114730.5,NA
8926,ENSG00000224272,AC114730.3,NA
8927,ENSG00000204099,NEU4,Tchem
8928,ENSG00000235151,AC114730.2,NA
8929,ENSG00000188389,PDCD1,Tclin
8930,ENSG00000188011,RTP5,Tdark
8931,ENSG00000233806,LINC01237,NA
8932,ENSG00000216921,AC131097.4,NA
8933,ENSG00000237940,LINC01238,NA
8934,ENSG00000280119,AC093642.1,NA
8935,ENSG00000226423,AC093642.4,NA
8936,ENSG00000232002,LINC01880,NA
8937,ENSG00000261186,LINC01238,NA
8938,ENSG00000220804,LINC01881,NA
8939,ENSG00000224160,CICP10,NA
8940,ENSG00000244528,SEPT14P2,NA
8941,ENSG00000271153,RPL23AP88,NA
8942,ENSG00000223587,LINC01986,NA
8943,ENSG00000224918,AY269186.2,NA
8944,ENSG00000224318,CHL1-AS2,NA
8945,ENSG00000134121,CHL1,Tbio
8946,ENSG00000252017,RNU6-1194P,NA
8947,ENSG00000231660,RPS8P6,NA
8948,ENSG00000234661,CHL1-AS1,NA
8949,ENSG00000224957,LINC01266,NA
8950,ENSG00000238075,RPSAP32,NA
8951,ENSG00000224239,AC090044.2,NA
8952,ENSG00000235158,AC087430.1,NA
8953,ENSG00000244169,RN7SL120P,NA
8954,ENSG00000134115,CNTN6,Tbio
8955,ENSG00000232563,CRB3P1,NA
8956,ENSG00000184423,RPL23AP38,NA
8957,ENSG00000214074,RPL23AP39,NA
8958,ENSG00000214073,RPL21P17,NA
8959,ENSG00000225044,RP11-204C23.1,NA
8960,ENSG00000223040,RN7SKP144,NA
8961,ENSG00000144619,CNTN4,Tbio
8962,ENSG00000227588,CNTN4-AS2,NA
8963,ENSG00000230398,HINT2P1,NA
8964,ENSG00000225310,DNAJC19P4,NA
8965,ENSG00000237990,CNTN4-AS1,NA
8966,ENSG00000091181,IL5RA,Tclin
8967,ENSG00000253049,SNORA43,NA
8968,ENSG00000072756,TRNT1,Tbio
8969,ENSG00000113851,CRBN,Tclin
8970,ENSG00000271870,RP11-97C16.1,NA
8971,ENSG00000223727,AC026188.1,NA
8972,ENSG00000144455,SUMF1,Tbio
8973,ENSG00000175928,LRRN1,Tbio
8974,ENSG00000229241,PNPT1P1,NA
8975,ENSG00000170364,SETMAR,Tbio
8976,ENSG00000234325,MRPS10P2,NA
8977,ENSG00000231249,ITPR1-AS1,NA
8978,ENSG00000150995,ITPR1,Tchem
8979,ENSG00000235947,EGOT,NA
8980,ENSG00000275981,AC018816.1,NA
8981,ENSG00000235978,AC018816.3,NA
8982,ENSG00000235831,BHLHE40-AS1,NA
8983,ENSG00000134107,BHLHE40,Tbio
8984,ENSG00000230182,RNF10P1,NA
8985,ENSG00000224082,UBTFL8,NA
8986,ENSG00000207283,Y_RNA,NA
8987,ENSG00000237566,AC090955.5,NA
8988,ENSG00000134108,ARL8B,Tbio
8989,ENSG00000233912,AC026202.3,NA
8990,ENSG00000268509,RP11-572B2.1,NA
8991,ENSG00000134109,EDEM1,Tbio
8992,ENSG00000265180,MIR4790,NA
8993,ENSG00000241227,RN7SL553P,NA
8994,ENSG00000230944,AC026202.5,NA
8995,ENSG00000229642,AC027119.1,NA
8996,ENSG00000226022,AC026167.1,NA
8997,ENSG00000232958,AC091069.1,NA
8998,ENSG00000189229,AC069277.2,NA
8999,ENSG00000226258,GRM7-AS3,NA
9000,ENSG00000223719,AC024162.2,NA
9001,ENSG00000196277,GRM7,Tchem
