id,gene_id,description,developmental_type
25007,ENSG00000244307,RN7SL395P,NA
25008,ENSG00000161016,RPL8,Tbio
25009,ENSG00000283764,MIR6850,NA
25010,ENSG00000197363,ZNF517,Tdark
25011,ENSG00000147789,ZNF7,Tbio
25012,ENSG00000170619,COMMD5,Tbio
25013,ENSG00000196150,ZNF250,Tdark
25014,ENSG00000170631,ZNF16,Tbio
25015,ENSG00000196922,ZNF252P,NA
25016,ENSG00000255164,RP5-1047A19.4,NA
25017,ENSG00000255559,ZNF252P-AS1,Tdark
25018,ENSG00000255000,AC139103.1,NA
25019,ENSG00000182307,C8orf33,Tdark
25020,ENSG00000236875,DDX11L5,NA
25021,ENSG00000181404,WASHC1,Tbio
25022,ENSG00000227518,XXyac-YRM2039.3,NA
25023,ENSG00000218839,FAM138C,NA
25024,ENSG00000277631,PGM5P3-AS1,NA
25025,ENSG00000227917,RP11-143M1.3,NA
25026,ENSG00000231808,LINC01388,NA
25027,ENSG00000170122,FOXD4,Tbio
25028,ENSG00000172785,CBWD1,Tbio
25029,ENSG00000183784,C9orf66,Tdark
25030,ENSG00000107099,DOCK8,Tbio
25031,ENSG00000235880,RP11-59O6.3,NA
25032,ENSG00000227155,RP11-165F24.3,NA
25033,ENSG00000107104,KANK1,Tbio
25034,ENSG00000235330,RPL12P25,NA
25035,ENSG00000228115,RP11-165F24.5,NA
25036,ENSG00000226403,RP11-31F19.1,NA
25037,ENSG00000202172,RNU6-1327P,NA
25038,ENSG00000229875,EIF1P1,NA
25039,ENSG00000227914,RP11-130C19.3,NA
25040,ENSG00000137090,DMRT1,Tbio
25041,ENSG00000064218,DMRT3,Tbio
25042,ENSG00000252991,RNU6-1073P,NA
25043,ENSG00000228783,RP11-147I11.1,NA
25044,ENSG00000281769,LINC01230,NA
25045,ENSG00000173253,DMRT2,Tbio
25046,ENSG00000224836,RP11-341G2.3,NA
25047,ENSG00000236594,RPS27AP14,NA
25048,ENSG00000233575,RP11-459D20.1,NA
25049,ENSG00000202383,RNA5SP279,NA
25050,ENSG00000224092,RP11-443B9.1,NA
25051,ENSG00000080503,SMARCA2,Tchem
25052,ENSG00000222973,RNU2-25P,NA
25053,ENSG00000264615,RN7SL592P,NA
25054,ENSG00000236404,VLDLR-AS1,NA
25055,ENSG00000231052,RP11-91N2.3,NA
25056,ENSG00000147852,VLDLR,Tbio
25057,ENSG00000168263,KCNV2,Tclin
25058,ENSG00000080608,PUM3,Tbio
25059,ENSG00000236496,GPS2P1,NA
25060,ENSG00000229184,ATP5HP2,NA
25061,ENSG00000227835,CARM1P1,NA
25062,ENSG00000236511,LINC01231,NA
25063,ENSG00000080298,RFX3,Tbio
25064,ENSG00000215297,RP11-62E14.2,NA
25065,ENSG00000232104,RFX3-AS1,NA
25066,ENSG00000237359,RP11-509J21.2,NA
25067,ENSG00000226669,RP11-509J21.4,NA
25068,ENSG00000107249,GLIS3,Tbio
25069,ENSG00000236724,RP11-252M18.3,NA
25070,ENSG00000237009,GLIS3-AS1,NA
25071,ENSG00000230001,RP11-70J12.1,NA
