id,gene_id,description,developmental_type
3537,ENSG00000143162,CREG1,Tbio
3540,ENSG00000198771,RCSD1,Tbio
3541,ENSG00000197965,MPZL1,Tbio
3542,ENSG00000143199,ADCY10,Tchem
3545,ENSG00000143158,MPC2,Tbio
3546,ENSG00000143164,DCAF6,Tbio
3549,ENSG00000143147,GPR161,Tbio
3550,ENSG00000143155,TIPRL,Tbio
3553,ENSG00000213064,SFT2D2,Tdark
3555,ENSG00000143178,TBX19,Tbio
3561,ENSG00000143185,XCL2,Tbio
3563,ENSG00000143184,XCL1,Tbio
3565,ENSG00000143196,DPT,Tbio
3573,ENSG00000143153,ATP1B1,Tclin
3574,ENSG00000143156,NME7,Tbio
3576,ENSG00000117475,BLZF1,Tbio
3577,ENSG00000117477,CCDC181,Tdark
3578,ENSG00000117479,SLC19A2,Tbio
3581,ENSG00000198734,F5,Tbio
3582,ENSG00000174175,SELP,Tclin
3583,ENSG00000000460,C1orf112,Tdark
3584,ENSG00000188404,SELL,Tchem
3585,ENSG00000007908,SELE,Tchem
3587,ENSG00000171806,METTL18,Tdark
3588,ENSG00000000457,SCYL3,Tbio
3590,ENSG00000075945,KIFAP3,Tbio
3595,ENSG00000203740,METTL11B,Tdark
3601,ENSG00000120370,GORAB,Tbio
3604,ENSG00000116132,PRRX1,Tbio
3606,ENSG00000117501,MROH9,Tdark
3608,ENSG00000007933,FMO3,Tbio
3610,ENSG00000117507,FMO6P,Tdark
3611,ENSG00000094963,FMO2,Tbio
3614,ENSG00000010932,FMO1,Tbio
3617,ENSG00000076258,FMO4,Tbio
3621,ENSG00000117523,PRRC2C,Tbio
3623,ENSG00000034971,MYOC,Tchem
3626,ENSG00000117533,VAMP4,Tbio
3631,ENSG00000010165,METTL13,Tbio
3634,ENSG00000197959,DNM3,Tbio
3639,ENSG00000135845,PIGC,Tbio
3640,ENSG00000180999,C1orf105,Tdark
3641,ENSG00000094975,SUCO,Tdark
3643,ENSG00000117560,FASLG,Tbio
3649,ENSG00000120337,TNFSF18,Tbio
3652,ENSG00000117586,TNFSF4,Tbio
3656,ENSG00000117592,PRDX6,Tbio
3657,ENSG00000162753,SLC9C2,Tdark
3659,ENSG00000183831,ANKRD45,Tdark
3661,ENSG00000076321,KLHL20,Tbio
3664,ENSG00000120334,CENPL,Tbio
3666,ENSG00000117593,DARS2,Tbio
3669,ENSG00000185278,ZBTB37,Tdark
3670,ENSG00000117601,SERPINC1,Tclin
3672,ENSG00000135870,RC3H1,Tbio
3678,ENSG00000152061,RABGAP1L,Tbio
3680,ENSG00000203737,GPR52,Tchem
3688,ENSG00000116161,CACYBP,Tbio
3689,ENSG00000120333,MRPS14,Tdark
3692,ENSG00000120332,TNN,Tbio
3693,ENSG00000235750,KIAA0040,Tdark
3697,ENSG00000116147,TNR,Tbio
3712,ENSG00000116183,PAPPA2,Tbio
3714,ENSG00000152092,ASTN1,Tbio
3716,ENSG00000198797,BRINP2,Tdark
3720,ENSG00000120341,SEC16B,Tbio
3724,ENSG00000075391,RASAL2,Tbio
3728,ENSG00000188585,CLEC20A,Tdark
3729,ENSG00000240021,TEX35,Tdark
3730,ENSG00000213057,C1orf220,Tdark
3737,ENSG00000116191,RALGPS2,Tdark
3738,ENSG00000116194,ANGPTL1,Tbio
3739,ENSG00000116199,FAM20B,Tdark
3741,ENSG00000186283,TOR3A,Tbio
3742,ENSG00000143322,ABL2,Tchem
3751,ENSG00000057252,SOAT1,Tchem
3752,ENSG00000162779,AXDND1,Tdark
3756,ENSG00000116218,NPHS2,Tbio
3760,ENSG00000162782,TDRD5,Tdark
3762,ENSG00000143340,FAM163A,Tbio
3765,ENSG00000169905,TOR1AIP2,Tbio
3767,ENSG00000143337,TOR1AIP1,Tbio
3771,ENSG00000135837,CEP350,Tbio
3775,ENSG00000116260,QSOX1,Tbio
3776,ENSG00000121454,LHX4,Tbio
3777,ENSG00000230124,ACBD6,Tbio
3782,ENSG00000143324,XPR1,Tbio
3785,ENSG00000135835,KIAA1614,Tdark
3790,ENSG00000135823,STX6,Tbio
3791,ENSG00000153029,MR1,Tbio
3792,ENSG00000162783,IER5,Tbio
3796,ENSG00000198216,CACNA1E,Tchem
3801,ENSG00000179930,ZNF648,Tdark
3810,ENSG00000135821,GLUL,Tchem
3811,ENSG00000203730,TEDDM1,Tdark
3813,ENSG00000121446,RGSL1,Tdark
3816,ENSG00000135828,RNASEL,Tchem
3818,ENSG00000143333,RGS16,Tbio
3820,ENSG00000135824,RGS8,Tchem
3823,ENSG00000135838,NPL,Tbio
3824,ENSG00000135829,DHX9,Tbio
3825,ENSG00000157060,SHCBP1L,Tdark
3831,ENSG00000135862,LAMC1,Tbio
3833,ENSG00000058085,LAMC2,Tbio
3834,ENSG00000157064,NMNAT2,Tbio
3837,ENSG00000116698,SMG7,Tbio
3838,ENSG00000116701,NCF2,Tbio
3839,ENSG00000162704,ARPC5,Tbio
3840,ENSG00000143344,RGL1,Tbio
3841,ENSG00000173627,APOBEC4,Tdark
3844,ENSG00000198756,COLGALT2,Tbio
3845,ENSG00000198860,TSEN15,Tbio
3851,ENSG00000116667,C1orf21,Tdark
3854,ENSG00000116406,EDEM3,Tbio
3855,ENSG00000135842,FAM129A,Tbio
3859,ENSG00000121481,RNF2,Tbio
3861,ENSG00000121486,TRMT1L,Tdark
3862,ENSG00000116668,SWT1,Tbio
3871,ENSG00000116679,IVNS1ABP,Tbio
3881,ENSG00000143341,HMCN1,Tbio
3883,ENSG00000116690,PRG4,Tbio
3884,ENSG00000047410,TPR,Tbio
3886,ENSG00000262180,OCLM,Tdark
3888,ENSG00000116703,PDC,Tbio
3892,ENSG00000073756,PTGS2,Tclin
3894,ENSG00000116711,PLA2G4A,Tchem
3920,ENSG00000162670,BRINP3,Tbio
3933,ENSG00000150681,RGS18,Tbio
3936,ENSG00000253148,RGS21,Tdark
3939,ENSG00000090104,RGS1,Tbio
3940,ENSG00000127074,RGS13,Tbio
3944,ENSG00000116741,RGS2,Tbio
3948,ENSG00000116750,UCHL5,Tbio
3950,ENSG00000116747,TROVE2,Tbio
3952,ENSG00000023572,GLRX2,Tbio
3953,ENSG00000134371,CDC73,Tbio
3955,ENSG00000162630,B3GALT2,Tbio
3967,ENSG00000162687,KCNT2,Tchem
3969,ENSG00000000971,CFH,Tbio
3970,ENSG00000116785,CFHR3,Tbio
3971,ENSG00000244414,CFHR1,Tbio
3972,ENSG00000134365,CFHR4,Tbio
3973,ENSG00000080910,CFHR2,Tbio
3975,ENSG00000134389,CFHR5,Tbio
3976,ENSG00000143278,F13B,Tbio
3977,ENSG00000066279,ASPM,Tbio
3979,ENSG00000177888,ZBTB41,Tdark
3981,ENSG00000134376,CRB1,Tbio
3984,ENSG00000213047,DENND1B,Tbio
3990,ENSG00000203724,C1orf53,Tdark
3991,ENSG00000143355,LHX9,Tbio
3992,ENSG00000151414,NEK7,Tchem
3994,ENSG00000151418,ATP6V1G3,Tbio
3996,ENSG00000081237,PTPRC,Tchem
4015,ENSG00000116833,NR5A2,Tchem
4019,ENSG00000203721,LINC00862,Tdark
4023,ENSG00000162702,ZNF281,Tbio
4025,ENSG00000118193,KIF14,Tbio
4026,ENSG00000118197,DDX59,Tbio
4028,ENSG00000118200,CAMSAP2,Tbio
4030,ENSG00000170128,GPR25,Tdark
4034,ENSG00000116852,KIF21B,Tbio
4037,ENSG00000081248,CACNA1S,Tclin
4038,ENSG00000232237,ASCL5,Tdark
4039,ENSG00000116857,TMEM9,Tbio
4040,ENSG00000163395,IGFN1,Tbio
4042,ENSG00000081277,PKP1,Tbio
4043,ENSG00000118194,TNNT2,Tbio
4044,ENSG00000159166,LAD1,Tbio
4046,ENSG00000159173,TNNI1,Tbio
4048,ENSG00000174307,PHLDA3,Tbio
4049,ENSG00000159176,CSRP1,Tbio
4052,ENSG00000134369,NAV1,Tbio
4059,ENSG00000198700,IPO9,Tbio
4061,ENSG00000198892,SHISA4,Tdark
4063,ENSG00000163431,LMOD1,Tbio
4064,ENSG00000134375,TIMM17A,Tbio
4067,ENSG00000176393,RNPEP,Tchem
4071,ENSG00000163435,ELF3,Tbio
4077,ENSG00000170075,GPR37L1,Tbio
4078,ENSG00000143862,ARL8A,Tbio
4079,ENSG00000143851,PTPN7,Tchem
4081,ENSG00000133067,LGR6,Tbio
4082,ENSG00000077152,UBE2T,Tbio
4083,ENSG00000077157,PPP1R12B,Tbio
4089,ENSG00000143858,SYT2,Tbio
4092,ENSG00000117139,KDM5B,Tchem
4100,ENSG00000183155,RABIF,Tbio
4101,ENSG00000117153,KLHL12,Tbio
4104,ENSG00000159346,ADIPOR1,Tbio
4105,ENSG00000159348,CYB5R1,Tbio
4108,ENSG00000163444,TMEM183A,Tdark
4109,ENSG00000143847,PPFIA4,Tbio
4110,ENSG00000122180,MYOG,Tbio
4111,ENSG00000163485,ADORA1,Tclin
4114,ENSG00000133055,MYBPH,Tbio
4115,ENSG00000133048,CHI3L1,Tbio
4116,ENSG00000133063,CHIT1,Tchem
4120,ENSG00000159388,BTG2,Tbio
4122,ENSG00000122176,FMOD,Tbio
4125,ENSG00000188783,PRELP,Tbio
4126,ENSG00000188770,OPTC,Tbio
4127,ENSG00000058668,ATP2B4,Tbio
4130,ENSG00000122188,LAX1,Tbio
4131,ENSG00000058673,ZC3H11A,Tbio
4132,ENSG00000257315,ZBED6,Tdark
4135,ENSG00000182004,SNRPE,Tbio
4139,ENSG00000176754,LINC00303,Tdark
4140,ENSG00000143842,SOX13,Tbio
4141,ENSG00000143845,ETNK2,Tbio
4143,ENSG00000143839,REN,Tclin
4145,ENSG00000170498,KISS1,Tbio
4146,ENSG00000174567,GOLT1A,Tdark
4147,ENSG00000143850,PLEKHA6,Tbio
4153,ENSG00000158615,PPP1R15B,Tchem
4154,ENSG00000133056,PIK3C2B,Tchem
4155,ENSG00000198625,MDM4,Tchem
4159,ENSG00000170382,LRRN2,Tdark
4164,ENSG00000163531,NFASC,Tbio
4166,ENSG00000184144,CNTN2,Tbio
4167,ENSG00000174529,TMEM81,Tdark
4168,ENSG00000117222,RBBP5,Tbio
4171,ENSG00000133059,DSTYK,Tchem
4173,ENSG00000133069,TMCC2,Tdark
4175,ENSG00000163545,NUAK2,Tchem
4176,ENSG00000162873,KLHDC8A,Tdark
4179,ENSG00000186007,LEMD1,Tbio
4183,ENSG00000117266,CDK18,Tchem
4185,ENSG00000174514,MFSD4A,Tdark
4187,ENSG00000158711,ELK4,Tbio
4189,ENSG00000158715,SLC45A3,Tbio
4191,ENSG00000069275,NUCKS1,Tbio
4193,ENSG00000117280,RAB29,Tchem
4194,ENSG00000133065,SLC41A1,Tbio
4195,ENSG00000162877,PM20D1,Tdark
4196,ENSG00000174502,SLC26A9,Tbio
4198,ENSG00000276600,RAB7B,Tbio
4199,ENSG00000196188,CTSE,Tchem
4202,ENSG00000198049,AVPR1B,Tclin
4206,ENSG00000196550,FAM72A,Tbio
4207,ENSG00000266028,SRGAP2,Tbio
4209,ENSG00000263528,IKBKE,Tchem
4211,ENSG00000162888,C1orf147,Tdark
4213,ENSG00000266094,RASSF5,Tbio
4216,ENSG00000143486,EIF2D,Tbio
4218,ENSG00000143479,DYRK3,Tchem
4219,ENSG00000162889,MAPKAPK2,Tchem
4223,ENSG00000136634,IL10,Tbio
4224,ENSG00000142224,IL19,Tbio
4225,ENSG00000162891,IL20,Tbio
4226,ENSG00000162892,IL24,Tbio
4227,ENSG00000162894,FCMR,Tbio
4230,ENSG00000162896,PIGR,Tbio
4231,ENSG00000162897,FCAMR,Tbio
4233,ENSG00000123836,PFKFB2,Tchem
4234,ENSG00000180667,YOD1,Tbio
4235,ENSG00000123843,C4BPB,Tbio
4236,ENSG00000123838,C4BPA,Tbio
4243,ENSG00000196352,CD55,Tbio
4246,ENSG00000117322,CR2,Tbio
4247,ENSG00000203710,CR1,Tbio
4249,ENSG00000197721,CR1L,Tdark
4253,ENSG00000117335,CD46,Tbio
4256,ENSG00000174059,CD34,Tbio
4258,ENSG00000076356,PLXNA2,Tbio
4275,ENSG00000008118,CAMK1G,Tchem
4276,ENSG00000196878,LAMB3,Tbio
4279,ENSG00000123689,G0S2,Tbio
4280,ENSG00000117594,HSD11B1,Tclin
4282,ENSG00000009790,TRAF3IP3,Tbio
4283,ENSG00000162757,C1orf74,Tdark
4284,ENSG00000117595,IRF6,Tbio
4285,ENSG00000117597,DIEXF,Tbio
4286,ENSG00000143469,SYT14,Tbio
4287,ENSG00000203706,SERTAD4-AS1,Tdark
4288,ENSG00000082497,SERTAD4,Tdark
4291,ENSG00000054392,HHAT,Tchem
4294,ENSG00000143473,KCNH1,Tclin
4300,ENSG00000117625,RCOR3,Tdark
4301,ENSG00000082512,TRAF5,Tbio
4305,ENSG00000198570,RD3,Tbio
4306,ENSG00000170385,SLC30A1,Tbio
4310,ENSG00000117650,NEK2,Tchem
4314,ENSG00000123684,LPGAT1,Tbio
4319,ENSG00000143493,INTS7,Tdark
4321,ENSG00000143476,DTL,Tbio
4327,ENSG00000066027,PPP2R5A,Tchem
4333,ENSG00000065600,TMEM206,Tdark
4334,ENSG00000117691,NENF,Tbio
4338,ENSG00000162772,ATF3,Tbio
4340,ENSG00000162771,FAM71A,Tdark
4343,ENSG00000123685,BATF3,Tbio
4344,ENSG00000117697,NSL1,Tbio
4345,ENSG00000203705,TATDN3,Tdark
4347,ENSG00000185523,SPATA45,Tdark
4348,ENSG00000198468,FLVCR1-AS1,Tdark
4350,ENSG00000162769,FLVCR1,Tbio
4352,ENSG00000143494,VASH2,Tbio
4353,ENSG00000174606,ANGEL2,Tbio
4354,ENSG00000136643,RPS6KC1,Tdark
4360,ENSG00000117707,PROX1,Tbio
4364,ENSG00000143499,SMYD2,Tchem
4366,ENSG00000152104,PTPN14,Tbio
4369,ENSG00000117724,CENPF,Tbio
4374,ENSG00000082482,KCNK2,Tclin
4377,ENSG00000136636,KCTD3,Tdark
4378,ENSG00000042781,USH2A,Tbio
4384,ENSG00000196482,ESRRG,Tchem
4385,ENSG00000092978,GPATCH2,Tdark
4386,ENSG00000162814,SPATA17,Tbio
4393,ENSG00000067533,RRP15,Tdark
4397,ENSG00000092969,TGFB2,Tbio
4403,ENSG00000143353,LYPLAL1,Tbio
4409,ENSG00000215817,ZC3H11B,Tdark
4410,ENSG00000196660,SLC30A10,Tbio
4413,ENSG00000136628,EPRS,Tchem
4414,ENSG00000162813,BPNT1,Tbio
4415,ENSG00000067704,IARS2,Tchem
4419,ENSG00000118873,RAB3GAP2,Tbio
4434,ENSG00000116141,MARK1,Tchem
4437,ENSG00000162817,C1orf115,Tdark
4444,ENSG00000136630,HLX,Tbio
4446,ENSG00000234754,C1orf140,Tdark
4449,ENSG00000143507,DUSP10,Tbio
4462,ENSG00000143512,HHIPL2,Tdark
4463,ENSG00000143498,TAF1A,Tbio
4465,ENSG00000154305,MIA3,Tbio
4468,ENSG00000186063,AIDA,Tbio
4469,ENSG00000162819,BROX,Tbio
4470,ENSG00000197520,FAM177B,Tdark
4472,ENSG00000154309,DISP1,Tbio
4474,ENSG00000187554,TLR5,Tbio
4477,ENSG00000143502,SUSD4,Tbio
4479,ENSG00000178395,CCDC185,Tdark
4480,ENSG00000203697,CAPN8,Tbio
4483,ENSG00000162909,CAPN2,Tchem
4484,ENSG00000143514,TP53BP2,Tbio
4494,ENSG00000143756,FBXO28,Tbio
4496,ENSG00000143753,DEGS1,Tchem
4500,ENSG00000143748,NVL,Tbio
4504,ENSG00000143771,CNIH4,Tbio
4505,ENSG00000162923,WDR26,Tbio
4507,ENSG00000143786,CNIH3,Tbio
4513,ENSG00000185842,DNAH14,Tdark
4514,ENSG00000143815,LBR,Tbio
4517,ENSG00000154380,ENAH,Tbio
4521,ENSG00000143742,SRP9,Tbio
4523,ENSG00000143819,EPHX1,Tchem
4525,ENSG00000196187,TMEM63A,Tdark
4526,ENSG00000243709,LEFTY1,Tbio
4527,ENSG00000143811,PYCR2,Tbio
4530,ENSG00000143768,LEFTY2,Tbio
4532,ENSG00000143751,SDE2,Tbio
4534,ENSG00000163041,H3F3A,Tbio
4537,ENSG00000182827,ACBD3,Tbio
4540,ENSG00000185155,MIXL1,Tbio
4541,ENSG00000183814,LIN9,Tbio
4544,ENSG00000143799,PARP1,Tclin
4549,ENSG00000203685,STUM,Tdark
4550,ENSG00000143772,ITPKB,Tchem
4554,ENSG00000143801,PSEN2,Tchem
4555,ENSG00000163050,COQ8A,Tbio
4557,ENSG00000143776,CDC42BPA,Tchem
4570,ENSG00000181450,ZNF678,Tdark
4573,ENSG00000143740,SNAP47,Tdark
4574,ENSG00000081692,JMJD4,Tbio
4576,ENSG00000185888,PRSS38,Tdark
4577,ENSG00000143816,WNT9A,Tbio
4581,ENSG00000154342,WNT3A,Tchem
4583,ENSG00000143761,ARF1,Tchem
4585,ENSG00000162910,MRPL55,Tdark
4589,ENSG00000143774,GUK1,Tbio
4590,ENSG00000198835,GJC2,Tbio
4591,ENSG00000203684,IBA57-AS1,Tdark
4592,ENSG00000181873,IBA57,Tbio
4594,ENSG00000154358,OBSCN,Tbio
4599,ENSG00000154370,TRIM11,Tbio
4601,ENSG00000162931,TRIM17,Tbio
4602,ENSG00000168148,HIST3H3,Tbio
4604,ENSG00000181218,HIST3H2A,Tbio
4605,ENSG00000196890,HIST3H2BB,Tbio
4609,ENSG00000168159,RNF187,Tbio
4610,ENSG00000215811,BTNL10,Tdark
4634,ENSG00000116574,RHOU,Tbio
4641,ENSG00000177800,TMEM78,Tdark
4644,ENSG00000168118,RAB4A,Tbio
4646,ENSG00000154429,CCSAP,Tbio
4650,ENSG00000143632,ACTA1,Tbio
4651,ENSG00000069248,NUP133,Tbio
4653,ENSG00000135776,ABCB10,Tbio
4657,ENSG00000135801,TAF5L,Tbio
4658,ENSG00000135763,URB2,Tbio
4663,ENSG00000143641,GALNT2,Tchem
4665,ENSG00000177614,PGBD5,Tdark
4669,ENSG00000135775,COG2,Tbio
4670,ENSG00000135744,AGT,Tbio
4671,ENSG00000135773,CAPN9,Tbio
4675,ENSG00000119280,C1orf198,Tdark
4678,ENSG00000143643,TTC13,Tdark
4679,ENSG00000173409,ARV1,Tbio
4680,ENSG00000182118,FAM89A,Tdark
4683,ENSG00000119283,TRIM67,Tdark
4685,ENSG00000143633,C1orf131,Tdark
4686,ENSG00000116906,GNPAT,Tchem
4688,ENSG00000116903,EXOC8,Tbio
4689,ENSG00000010072,SPRTN,Tbio
4690,ENSG00000135766,EGLN1,Tclin
4693,ENSG00000116918,TSNAX,Tbio
4695,ENSG00000162946,DISC1,Tbio
4703,ENSG00000116991,SIPA1L2,Tbio
4707,ENSG00000212916,MAP10,Tbio
4710,ENSG00000135778,NTPCR,Tbio
4711,ENSG00000135749,PCNX2,Tdark
4714,ENSG00000143674,MAP3K21,Tbio
4716,ENSG00000135750,KCNK1,Tbio
4719,ENSG00000183780,SLC35F3,Tbio
4730,ENSG00000168275,COA6,Tbio
4731,ENSG00000059588,TARBP1,Tbio
4735,ENSG00000168264,IRF2BP2,Tbio
4752,ENSG00000173726,TOMM20,Tbio
4754,ENSG00000188739,RBM34,Tdark
4755,ENSG00000054267,ARID4B,Tbio
4758,ENSG00000152904,GGPS1,Tchem
4761,ENSG00000116957,TBCE,Tbio
4763,ENSG00000162885,B3GALNT2,Tbio
4771,ENSG00000168243,GNG4,Tbio
4774,ENSG00000143669,LYST,Tbio
4781,ENSG00000116962,NID1,Tbio
4784,ENSG00000077585,GPR137B,Tbio
4785,ENSG00000086619,ERO1B,Tbio
4788,ENSG00000186197,EDARADD,Tbio
4789,ENSG00000116977,LGALS8,Tchem
4793,ENSG00000119285,HEATR1,Tbio
4794,ENSG00000077522,ACTN2,Tbio
4795,ENSG00000116984,MTR,Tbio
4798,ENSG00000244020,MT1HL1,Tdark
4799,ENSG00000198626,RYR2,Tclin
4804,ENSG00000116996,ZP4,Tbio
4808,ENSG00000270188,MTRNR2L11,Tdark
4822,ENSG00000133019,CHRM3,Tclin
4828,ENSG00000155816,FMN2,Tbio
4835,ENSG00000180875,GREM2,Tbio
4846,ENSG00000182901,RGS7,Tbio
4853,ENSG00000091483,FH,Tbio
4854,ENSG00000117009,KMO,Tchem
4855,ENSG00000054277,OPN3,Tbio
4856,ENSG00000203668,CHML,Tbio
4857,ENSG00000162843,WDR64,Tdark
4859,ENSG00000174371,EXO1,Tbio
4861,ENSG00000196289,BECN2,Tbio
4863,ENSG00000197769,MAP1LC3C,Tbio
4866,ENSG00000180287,PLD5,Tbio
4885,ENSG00000143702,CEP170,Tbio
4888,ENSG00000054282,SDCCAG8,Tbio
4891,ENSG00000117020,AKT3,Tchem
4897,ENSG00000179456,ZBTB18,Tbio
4902,ENSG00000173728,C1orf100,Tdark
4905,ENSG00000035687,ADSS,Tchem
4908,ENSG00000121644,DESI2,Tbio
4912,ENSG00000203667,COX20,Tbio
4913,ENSG00000153187,HNRNPU,Tbio
4918,ENSG00000203666,EFCAB2,Tdark
4922,ENSG00000162849,KIF26B,Tbio
4927,ENSG00000185420,SMYD3,Tchem
4938,ENSG00000162851,TFB2M,Tbio
4939,ENSG00000162852,CNST,Tdark
4944,ENSG00000143653,SCCPDH,Tbio
4946,ENSG00000223519,KIF28P,Tdark
4951,ENSG00000153207,AHCTF1,Tbio
4952,ENSG00000197472,ZNF695,Tdark
4954,ENSG00000277462,ZNF670,Tdark
4957,ENSG00000188295,ZNF669,Tdark
4958,ENSG00000221953,C1orf229,Tdark
4960,ENSG00000196418,ZNF124,Tbio
4968,ENSG00000235818,VN1R17P,Tdark
4969,ENSG00000197617,VN1R5,Tdark
4971,ENSG00000162714,ZNF496,Tbio
4972,ENSG00000162711,NLRP3,Tchem
4973,ENSG00000177535,OR2B11,Tdark
4974,ENSG00000203664,OR2W5,Tdark
4975,ENSG00000169224,GCSAML,Tdark
4977,ENSG00000196242,OR2C3,Tdark
4979,ENSG00000177489,OR2G2,Tdark
4980,ENSG00000177476,OR2G3,Tdark
4982,ENSG00000198452,OR14L1P,Tdark
4985,ENSG00000197437,OR13G1,Tdark
4987,ENSG00000169214,OR6F1,Tdark
4988,ENSG00000241128,OR14A2,Tdark
4989,ENSG00000153230,OR14K1,Tdark
4990,ENSG00000221888,OR1C1,Tdark
4992,ENSG00000196772,OR14A16,Tdark
4995,ENSG00000197591,OR11L1,Tdark
4996,ENSG00000162722,TRIM58,Tbio
4997,ENSG00000238243,OR2W3,Tbio
4998,ENSG00000177462,OR2T8,Tdark
4999,ENSG00000177275,OR2AJ1,Tdark
5002,ENSG00000279263,OR2L8,Tdark
5003,ENSG00000187080,OR2AK2,Tdark
5008,ENSG00000197454,OR2L5,Tdark
5010,ENSG00000203663,OR2L2,Tdark
5012,ENSG00000198128,OR2L3,Tdark
5014,ENSG00000196071,OR2L13,Tdark
5016,ENSG00000162727,OR2M5,Tdark
5017,ENSG00000198601,OR2M2,Tdark
5018,ENSG00000228198,OR2M3,Tdark
5019,ENSG00000171180,OR2M4,Tdark
5020,ENSG00000177212,OR2T33,Tdark
5021,ENSG00000177201,OR2T12,Tdark
5022,ENSG00000177186,OR2M7,Tdark
5023,ENSG00000177174,OR14C36,Tdark
5024,ENSG00000196944,OR2T4,Tdark
5025,ENSG00000198104,OR2T6,Tdark
5026,ENSG00000175143,OR2T1,Tdark
5027,ENSG00000227152,OR2T7,Tdark
5028,ENSG00000196240,OR2T2,Tdark
5029,ENSG00000196539,OR2T3,Tdark
5031,ENSG00000203661,OR2T5,Tdark
5033,ENSG00000188558,OR2G6,Tdark
5036,ENSG00000182783,OR2T29,Tdark
5037,ENSG00000183310,OR2T34,Tdark
5038,ENSG00000184022,OR2T10,Tdark
5041,ENSG00000279301,OR2T11,Tdark
5042,ENSG00000177151,OR2T35,Tdark
5043,ENSG00000187701,OR2T27,Tdark
5044,ENSG00000189181,OR14I1,Tdark
5047,ENSG00000259823,LYPD8,Tdark
5049,ENSG00000175137,SH3BP5L,Tdark
5050,ENSG00000171161,ZNF672,Tdark
5051,ENSG00000171163,ZNF692,Tbio
5053,ENSG00000185220,PGBD2,Tdark
5056,ENSG00000184731,FAM110C,Tbio
5058,ENSG00000035115,SH3YL1,Tdark
5059,ENSG00000143727,ACP1,Tchem
5060,ENSG00000189292,ALKAL2,Tbio
5071,ENSG00000151353,TMEM18,Tbio
5083,ENSG00000172554,SNTG2,Tbio
5087,ENSG00000115705,TPO,Tclin
5092,ENSG00000130508,PXDN,Tbio
5093,ENSG00000186487,MYT1L,Tbio
5106,ENSG00000171853,TRAPPC12,Tbio
5109,ENSG00000182551,ADI1,Tbio
5112,ENSG00000171865,RNASEH1,Tchem
5114,ENSG00000171863,RPS7,Tbio
5115,ENSG00000118004,COLEC11,Tbio
5118,ENSG00000151360,ALLC,Tdark
5121,ENSG00000214866,DCDC2C,Tdark
5132,ENSG00000176887,SOX11,Tbio
5145,ENSG00000134326,CMPK2,Tbio
5146,ENSG00000134321,RSAD2,Tbio
5149,ENSG00000151692,RNF144A,Tbio
5162,ENSG00000236790,LINC00299,Tdark
5169,ENSG00000115738,ID2,Tbio
5170,ENSG00000134313,KIDINS220,Tbio
5171,ENSG00000143797,MBOAT2,Tbio
5178,ENSG00000151693,ASAP2,Tbio
5180,ENSG00000119185,ITGB1BP1,Tbio
5181,ENSG00000119203,CPSF3,Tchem
5182,ENSG00000134330,IAH1,Tbio
5183,ENSG00000151694,ADAM17,Tchem
5186,ENSG00000134308,YWHAQ,Tchem
5193,ENSG00000115750,TAF1B,Tbio
5195,ENSG00000134317,GRHL1,Tbio
5199,ENSG00000172059,KLF11,Tbio
5201,ENSG00000205795,CYS1,Tdark
5205,ENSG00000171848,RRM2,Tclin
5206,ENSG00000163009,C2orf48,Tdark
5211,ENSG00000115756,HPCAL1,Tbio
5212,ENSG00000115758,ODC1,Tclin
5216,ENSG00000115761,NOL10,Tdark
5220,ENSG00000143882,ATP6V1C2,Tbio
5223,ENSG00000143870,PDIA6,Tchem
5228,ENSG00000162975,KCNF1,Tclin
5231,ENSG00000150873,C2orf50,Tdark
5232,ENSG00000162976,PQLC3,Tdark
5233,ENSG00000134318,ROCK2,Tclin
5240,ENSG00000169016,E2F6,Tbio
5241,ENSG00000196208,GREB1,Tbio
5247,ENSG00000169006,NTSR2,Tchem
5250,ENSG00000134324,LPIN1,Tbio
5262,ENSG00000071575,TRIB2,Tbio
5271,ENSG00000162981,FAM84A,Tbio
5273,ENSG00000151779,NBAS,Tbio
5276,ENSG00000079785,DDX1,Tchem
5284,ENSG00000233718,MYCNOS,Tdark
5285,ENSG00000134323,MYCN,Tbio
5299,ENSG00000197872,FAM49A,Tdark
5306,ENSG00000214842,RAD51AP2,Tdark
5307,ENSG00000163032,VSNL1,Tbio
5308,ENSG00000163029,SMC6,Tbio
5309,ENSG00000178295,GEN1,Tbio
5310,ENSG00000151379,MSGN1,Tbio
5311,ENSG00000170745,KCNS3,Tclin
5314,ENSG00000240857,RDH14,Tdark
5315,ENSG00000185013,NT5C1B,Tbio
5320,ENSG00000143867,OSR1,Tchem
5326,ENSG00000183891,TTC32,Tdark
5328,ENSG00000118965,WDR35,Tbio
5330,ENSG00000132031,MATN3,Tbio
5331,ENSG00000068697,LAPTM4A,Tbio
5337,ENSG00000115884,SDC1,Tbio
5340,ENSG00000055917,PUM2,Tbio
5343,ENSG00000143878,RHOB,Tbio
5348,ENSG00000118960,HS1BP3,Tbio
5352,ENSG00000143869,GDF7,Tbio
5353,ENSG00000118961,LDAH,Tbio
5356,ENSG00000084674,APOB,Tchem
5358,ENSG00000218819,TDRD15,Tdark
5380,ENSG00000119771,KLHL29,Tbio
5384,ENSG00000119778,ATAD2B,Tchem
5387,ENSG00000173960,UBXN2A,Tbio
5390,ENSG00000205639,MFSD2B,Tdark
