id,gene_id,description,developmental_type
34391,ENSG00000102189,EEA1,Tbio
34406,ENSG00000173598,NUDT4,Tbio
34407,ENSG00000177889,UBE2N,Tchem
34409,ENSG00000198015,MRPL42,Tbio
34412,ENSG00000120833,SOCS2,Tbio
34414,ENSG00000169372,CRADD,Tbio
34422,ENSG00000136040,PLXNC1,Tbio
34426,ENSG00000173588,CEP83,Tdark
34435,ENSG00000057704,TMCC3,Tdark
34438,ENSG00000184752,NDUFA12,Tclin
34439,ENSG00000120798,NR2C1,Tbio
34440,ENSG00000180263,FGD6,Tbio
34443,ENSG00000028203,VEZT,Tbio
34453,ENSG00000111142,METAP2,Tchem
34454,ENSG00000136014,USP44,Tbio
34457,ENSG00000074527,NTN4,Tbio
34461,ENSG00000139343,SNRPF,Tdark
34462,ENSG00000165972,CCDC38,Tdark
34463,ENSG00000139344,AMDHD1,Tdark
34464,ENSG00000084110,HAL,Tbio
34466,ENSG00000111144,LTA4H,Tchem
34471,ENSG00000111145,ELK3,Tbio
34473,ENSG00000059758,CDK17,Tchem
34478,ENSG00000188596,CFAP54,Tdark
34480,ENSG00000139350,NEDD1,Tbio
34502,ENSG00000120802,TMPO,Tbio
34504,ENSG00000075415,SLC25A3,Tbio
34506,ENSG00000166130,IKBIP,Tbio
34507,ENSG00000120868,APAF1,Tchem
34508,ENSG00000185046,ANKS1B,Tbio
34513,ENSG00000180219,FAM71C,Tdark
34516,ENSG00000111647,UHRF1BP1L,Tbio
34519,ENSG00000238105,GOLGA2P5,Tdark
34523,ENSG00000075089,ACTR6,Tbio
34524,ENSG00000166153,DEPDC4,Tdark
34526,ENSG00000136021,SCYL2,Tbio
34527,ENSG00000179520,SLC17A8,Tbio
34528,ENSG00000012504,NR1H4,Tclin
34530,ENSG00000139354,GAS2L3,Tbio
34532,ENSG00000151572,ANO4,Tbio
34536,ENSG00000256870,SLC5A8,Tchem
34539,ENSG00000120800,UTP20,Tbio
34540,ENSG00000120805,ARL1,Tbio
34547,ENSG00000166211,SPIC,Tbio
34548,ENSG00000196091,MYBPC1,Tbio
34551,ENSG00000111666,CHPT1,Tbio
34553,ENSG00000139351,SYCP3,Tbio
34554,ENSG00000111670,GNPTAB,Tbio
34561,ENSG00000136048,DRAM1,Tbio
34566,ENSG00000120860,WASHC3,Tdark
34568,ENSG00000075188,NUP37,Tbio
34569,ENSG00000185480,PARPBP,Tbio
34570,ENSG00000183395,PMCH,Tbio
34572,ENSG00000017427,IGF1,Tbio
34576,ENSG00000171759,PAH,Tclin
34578,ENSG00000139352,ASCL1,Tbio
34581,ENSG00000179088,C12orf42,Tdark
34585,ENSG00000136011,STAB2,Tbio
34590,ENSG00000111696,NT5DC3,Tdark
34593,ENSG00000214198,TTC41P,Tdark
34594,ENSG00000166598,HSP90B1,Tchem
34595,ENSG00000204954,C12orf73,Tdark
34596,ENSG00000139372,TDG,Tbio
34597,ENSG00000120820,GLT8D2,Tbio
34599,ENSG00000111727,HCFC2,Tbio
34600,ENSG00000120837,NFYB,Tbio
34603,ENSG00000198431,TXNRD1,Tclin
34606,ENSG00000255150,EID3,Tdark
34607,ENSG00000171310,CHST11,Tbio
34611,ENSG00000136052,SLC41A2,Tbio
34614,ENSG00000151131,C12orf45,Tdark
34615,ENSG00000136010,ALDH1L2,Tbio
34617,ENSG00000136051,WASHC4,Tdark
34618,ENSG00000136044,APPL2,Tbio
34624,ENSG00000074590,NUAK1,Tchem
34627,ENSG00000136026,CKAP4,Tbio
34631,ENSG00000166046,TCP11L2,Tdark
34632,ENSG00000013503,POLR3B,Tbio
34634,ENSG00000111783,RFX4,Tbio
34637,ENSG00000111785,RIC8B,Tbio
34641,ENSG00000151135,TMEM263,Tdark
34642,ENSG00000120832,MTERF2,Tbio
34643,ENSG00000008405,CRY1,Tchem
34646,ENSG00000151136,BTBD11,Tdark
34650,ENSG00000136045,PWP1,Tbio
34652,ENSG00000110851,PRDM4,Tbio
34654,ENSG00000187855,ASCL4,Tdark
34663,ENSG00000075035,WSCD2,Tdark
34665,ENSG00000174600,CMKLR1,Tchem
34667,ENSG00000198855,FICD,Tbio
34668,ENSG00000075856,SART3,Tbio
34669,ENSG00000136003,ISCU,Tbio
34670,ENSG00000183160,TMEM119,Tbio
34671,ENSG00000110876,SELPLG,Tbio
34674,ENSG00000110880,CORO1C,Tbio
34678,ENSG00000084112,SSH1,Tbio
34681,ENSG00000110887,DAO,Tchem
34682,ENSG00000166111,SVOP,Tbio
34684,ENSG00000135093,USP30,Tchem
34687,ENSG00000189046,ALKBH2,Tbio
34688,ENSG00000076248,UNG,Tbio
34690,ENSG00000076555,ACACB,Tchem
34691,ENSG00000139445,FOXN4,Tbio
34692,ENSG00000174527,MYO1H,Tdark
34695,ENSG00000110906,KCTD10,Tbio
34696,ENSG00000151148,UBE3B,Tbio
34697,ENSG00000139428,MMAB,Tbio
34698,ENSG00000110921,MVK,Tchem
34700,ENSG00000139438,FAM222A,Tdark
34702,ENSG00000111199,TRPV4,Tchem
34704,ENSG00000139433,GLTP,Tbio
34708,ENSG00000139437,TCHP,Tbio
34709,ENSG00000139436,GIT2,Tbio
34712,ENSG00000076513,ANKRD13A,Tbio
34713,ENSG00000174456,C12orf76,Tdark
34716,ENSG00000122970,IFT81,Tbio
34717,ENSG00000174437,ATP2A2,Tchem
34719,ENSG00000196510,ANAPC7,Tbio
34721,ENSG00000111229,ARPC3,Tbio
34722,ENSG00000111231,GPN3,Tbio
34724,ENSG00000204856,FAM216A,Tdark
34725,ENSG00000111237,VPS29,Tbio
34727,ENSG00000151164,RAD9B,Tdark
34728,ENSG00000196850,PPTC7,Tdark
34729,ENSG00000204852,TCTN1,Tbio
34731,ENSG00000122986,HVCN1,Tchem
34732,ENSG00000186298,PPP1CC,Tchem
34736,ENSG00000173093,CCDC63,Tbio
34737,ENSG00000111245,MYL2,Tbio
34740,ENSG00000111249,CUX2,Tbio
34746,ENSG00000111252,SH2B3,Tbio
34747,ENSG00000204842,ATXN2,Tbio
34751,ENSG00000089234,BRAP,Tbio
34753,ENSG00000111271,ACAD10,Tchem
34754,ENSG00000111275,ALDH2,Tclin
34756,ENSG00000234608,MAPKAPK5-AS1,Tdark
34757,ENSG00000089022,MAPKAPK5,Tchem
34760,ENSG00000198270,TMEM116,Tdark
34763,ENSG00000089248,ERP29,Tbio
34765,ENSG00000111300,NAA25,Tbio
34769,ENSG00000135148,TRAFD1,Tbio
34771,ENSG00000173064,HECTD4,Tbio
34777,ENSG00000089009,RPL6,Tbio
34778,ENSG00000179295,PTPN11,Tchem
34779,ENSG00000089169,RPH3A,Tbio
34781,ENSG00000089127,OAS1,Tbio
34783,ENSG00000111331,OAS3,Tbio
34784,ENSG00000111335,OAS2,Tbio
34787,ENSG00000135144,DTX1,Tbio
34788,ENSG00000111344,RASAL1,Tbio
34789,ENSG00000186710,CFAP73,Tdark
34791,ENSG00000123064,DDX54,Tbio
34793,ENSG00000139405,RITA1,Tbio
34794,ENSG00000166578,IQCD,Tbio
34795,ENSG00000186815,TPCN1,Tchem
34798,ENSG00000089060,SLC8B1,Tbio
34799,ENSG00000151176,PLBD2,Tbio
34800,ENSG00000135094,SDS,Tbio
34801,ENSG00000139410,SDSL,Tbio
34802,ENSG00000089116,LHX5,Tbio
34806,ENSG00000122965,RBM19,Tbio
34813,ENSG00000089225,TBX5,Tbio
34820,ENSG00000135111,TBX3,Tbio
34840,ENSG00000123066,MED13L,Tbio
34849,ENSG00000196668,LINC00173,Tdark
34850,ENSG00000258102,MAP1LC3B2,Tdark
34855,ENSG00000111412,C12orf49,Tdark
34856,ENSG00000135119,RNFT2,Tdark
34860,ENSG00000135116,HRK,Tbio
34862,ENSG00000174989,FBXW8,Tbio
34866,ENSG00000088992,TESC,Tbio
34868,ENSG00000135108,FBXO21,Tbio
34869,ENSG00000089250,NOS1,Tchem
34871,ENSG00000171435,KSR2,Tbio
34873,ENSG00000111445,RFC5,Tbio
34875,ENSG00000176871,WSB2,Tbio
34877,ENSG00000176834,VSIG10,Tdark
34879,ENSG00000089220,PEBP1,Tchem
34880,ENSG00000135090,TAOK3,Tchem
34883,ENSG00000111707,SUDS3,Tbio
34894,ENSG00000139767,SRRM4,Tbio
34899,ENSG00000152137,HSPB8,Tbio
34904,ENSG00000183273,CCDC60,Tdark
34906,ENSG00000224982,TMEM233,Tdark
34908,ENSG00000111725,PRKAB1,Tchem
34909,ENSG00000122966,CIT,Tchem
34913,ENSG00000135127,BICDL1,Tdark
34916,ENSG00000111737,RAB35,Tbio
34918,ENSG00000089154,GCN1,Tbio
34920,ENSG00000089157,RPLP0,Tbio
34922,ENSG00000089159,PXN,Tbio
34925,ENSG00000123009,NME2P1,Tdark
34928,ENSG00000089163,SIRT4,Tbio
34930,ENSG00000170890,PLA2G1B,Tchem
34931,ENSG00000135097,MSI1,Tbio
34934,ENSG00000111775,COX6A1,Tbio
34935,ENSG00000170855,TRIAP1,Tbio
34936,ENSG00000257218,GATC,Tbio
34938,ENSG00000111786,SRSF9,Tbio
34939,ENSG00000088986,DYNLL1,Tbio
34942,ENSG00000110871,COQ5,Tbio
34945,ENSG00000022840,RNF10,Tbio
34946,ENSG00000167272,POP5,Tbio
34949,ENSG00000157782,CABP1,Tbio
34950,ENSG00000110917,MLEC,Tbio
34953,ENSG00000175970,UNC119B,Tbio
34954,ENSG00000122971,ACADS,Tbio
34956,ENSG00000157837,SPPL3,Tbio
34961,ENSG00000135100,HNF1A,Tbio
34963,ENSG00000135114,OASL,Tbio
34969,ENSG00000089041,P2RX7,Tchem
34972,ENSG00000135124,P2RX4,Tchem
34973,ENSG00000110931,CAMKK2,Tchem
34974,ENSG00000089053,ANAPC5,Tbio
34976,ENSG00000170633,RNF34,Tbio
34977,ENSG00000089094,KDM2B,Tchem
34981,ENSG00000276045,ORAI1,Tchem
34982,ENSG00000139714,MORN3,Tdark
34983,ENSG00000188735,TMEM120B,Tdark
34984,ENSG00000139725,RHOF,Tbio
34988,ENSG00000139718,SETD1B,Tbio
34989,ENSG00000158104,HPD,Tclin
34992,ENSG00000110801,PSMD9,Tbio
34995,ENSG00000158023,WDR66,Tbio
34997,ENSG00000110987,BCL7A,Tbio
34999,ENSG00000175727,MLXIP,Tbio
35000,ENSG00000158113,LRRC43,Tdark
35001,ENSG00000204671,IL31,Tbio
35002,ENSG00000176383,B3GNT4,Tbio
35003,ENSG00000184047,DIABLO,Tbio
35004,ENSG00000139719,VPS33A,Tbio
35006,ENSG00000130779,CLIP1,Tbio
35010,ENSG00000033030,ZCCHC8,Tbio
35013,ENSG00000111011,RSRC2,Tdark
35014,ENSG00000184445,KNTC1,Tbio
35018,ENSG00000182782,HCAR2,Tclin
35019,ENSG00000255398,HCAR3,Tchem
35020,ENSG00000196917,HCAR1,Tchem
35022,ENSG00000139726,DENR,Tbio
35024,ENSG00000130783,CCDC62,Tbio
35025,ENSG00000130787,HIP1R,Tbio
35026,ENSG00000139722,VPS37B,Tbio
35028,ENSG00000150967,ABCB9,Tbio
35029,ENSG00000111325,OGFOD2,Tdark
35030,ENSG00000182196,ARL6IP4,Tbio
35031,ENSG00000090975,PITPNM2,Tbio
35035,ENSG00000051825,MPHOSPH9,Tbio
35037,ENSG00000130921,C12orf65,Tbio
35039,ENSG00000111328,CDK2AP1,Tbio
35042,ENSG00000139697,SBNO1,Tdark
35045,ENSG00000183955,KMT5A,Tchem
35046,ENSG00000150977,RILPL2,Tbio
35048,ENSG00000184209,SNRNP35,Tdark
35049,ENSG00000188026,RILPL1,Tbio
35054,ENSG00000086598,TMED2,Tbio
35055,ENSG00000111364,DDX55,Tdark
35057,ENSG00000111361,EIF2B1,Tbio
35058,ENSG00000111358,GTF2H3,Tbio
35061,ENSG00000168778,TCTN2,Tbio
35063,ENSG00000185344,ATP6V0A2,Tbio
35066,ENSG00000197653,DNAH10,Tbio
35067,ENSG00000119242,CCDC92,Tbio
35069,ENSG00000250091,DNAH10OS,Tdark
35076,ENSG00000179195,ZNF664,Tdark
35079,ENSG00000178882,RFLNA,Tbio
35081,ENSG00000196498,NCOR2,Tchem
35095,ENSG00000073060,SCARB1,Tchem
35097,ENSG00000150991,UBC,Tbio
35100,ENSG00000150990,DHX37,Tdark
35101,ENSG00000184992,BRI3BP,Tbio
35103,ENSG00000081760,AACS,Tbio
35107,ENSG00000139364,TMEM132B,Tdark
35164,ENSG00000181234,TMEM132C,Tdark
35169,ENSG00000139370,SLC15A4,Tbio
35172,ENSG00000151948,GLT1D1,Tdark
35175,ENSG00000151952,TMEM132D,Tbio
35191,ENSG00000111432,FZD10,Tbio
35194,ENSG00000125207,PIWIL1,Tbio
35197,ENSG00000060709,RIMBP2,Tdark
35204,ENSG00000111450,STX2,Tbio
35208,ENSG00000132341,RAN,Tchem
35210,ENSG00000111452,ADGRD1,Tbio
35239,ENSG00000061936,SFSWAP,Tdark
35243,ENSG00000198598,MMP17,Tchem
35245,ENSG00000177169,ULK1,Tchem
35248,ENSG00000177192,PUS1,Tbio
35250,ENSG00000183495,EP400,Tbio
35255,ENSG00000185163,DDX51,Tdark
35256,ENSG00000184967,NOC4L,Tdark
35260,ENSG00000182870,GALNT9,Tbio
35273,ENSG00000112787,FBRSL1,Tdark
35278,ENSG00000204583,LRCOL1,Tdark
35279,ENSG00000187848,P2RX2,Tchem
35281,ENSG00000177084,POLE,Tclin
35282,ENSG00000176894,PXMP2,Tbio
35283,ENSG00000247077,PGAM5,Tbio
35285,ENSG00000176915,ANKLE2,Tbio
35287,ENSG00000090615,GOLGA3,Tbio
35289,ENSG00000072609,CHFR,Tbio
35294,ENSG00000196458,ZNF605,Tdark
35296,ENSG00000198393,ZNF26,Tdark
35300,ENSG00000198040,ZNF84,Tdark
35303,ENSG00000196387,ZNF140,Tdark
35304,ENSG00000214029,ZNF891,Tdark
35307,ENSG00000256223,ZNF10,Tbio
35308,ENSG00000090612,ZNF268,Tbio
35310,ENSG00000227059,ANHX,Tdark
35354,ENSG00000198033,TUBA3C,Tchem
35365,ENSG00000132958,TPTE2,Tbio
35371,ENSG00000196199,MPHOSPH8,Tbio
35373,ENSG00000121390,PSPC1,Tbio
35376,ENSG00000132950,ZMYM5,Tdark
35379,ENSG00000121741,ZMYM2,Tbio
35383,ENSG00000121743,GJA3,Tbio
35386,ENSG00000165474,GJB2,Tbio
35388,ENSG00000121742,GJB6,Tbio
35389,ENSG00000165475,CRYL1,Tbio
35392,ENSG00000032742,IFT88,Tbio
35396,ENSG00000172458,IL17D,Tbio
35398,ENSG00000150456,EEF1AKMT1,Tdark
35401,ENSG00000132953,XPO4,Tbio
35406,ENSG00000150457,LATS2,Tchem
35413,ENSG00000150459,SAP18,Tbio
35414,ENSG00000165480,SKA3,Tbio
35415,ENSG00000173141,MRPL57,Tdark
35424,ENSG00000180776,ZDHHC20,Tbio
35427,ENSG00000165487,MICU2,Tbio
35431,ENSG00000102678,FGF9,Tbio
35451,ENSG00000102683,SGCG,Tbio
35455,ENSG00000151835,SACS,Tbio
35460,ENSG00000127863,TNFRSF19,Tbio
35461,ENSG00000027001,MIPEP,Tbio
35463,ENSG00000205861,PCOTH,Tdark
35464,ENSG00000205863,C1QTNF9B,Tdark
35466,ENSG00000182957,SPATA13,Tbio
35467,ENSG00000228741,SPATA13,Tbio
35471,ENSG00000240654,C1QTNF9,Tbio
35478,ENSG00000102699,PARP4,Tchem
35480,ENSG00000075673,ATP12A,Tchem
35485,ENSG00000132972,RNF17,Tbio
35486,ENSG00000151849,CENPJ,Tbio
35487,ENSG00000253771,TPTE2P1,Tdark
35493,ENSG00000151846,PABPC3,Tbio
35495,ENSG00000165566,AMER2,Tbio
35501,ENSG00000139505,MTMR6,Tbio
35503,ENSG00000139496,NUP58,Tbio
35505,ENSG00000132932,ATP8A2,Tbio
35510,ENSG00000180730,SHISA2,Tbio
35514,ENSG00000127870,RNF6,Tbio
35518,ENSG00000132964,CDK8,Tchem
35520,ENSG00000132970,WASF3,Tbio
35523,ENSG00000132975,GPR12,Tbio
35528,ENSG00000152484,USP12,Tbio
35534,ENSG00000122026,RPL21,Tbio
35537,ENSG00000122035,RASL11A,Tdark
35541,ENSG00000122034,GTF3A,Tbio
35542,ENSG00000122033,MTIF3,Tbio
35544,ENSG00000139517,LNX2,Tbio
35545,ENSG00000186184,POLR1D,Tbio
35548,ENSG00000169840,GSX1,Tbio
35551,ENSG00000139515,PDX1,Tbio
35552,ENSG00000180389,ATP5EP2,Tdark
35554,ENSG00000165556,CDX2,Tbio
35555,ENSG00000183463,URAD,Tdark
35557,ENSG00000122025,FLT3,Tclin
35561,ENSG00000152520,PAN3,Tdark
35564,ENSG00000102755,FLT1,Tclin
35568,ENSG00000132963,POMP,Tbio
35569,ENSG00000139508,SLC46A3,Tbio
35574,ENSG00000132938,MTUS2,Tbio
35579,ENSG00000139514,SLC7A1,Tbio
35580,ENSG00000122042,UBL3,Tbio
35590,ENSG00000102781,KATNAL1,Tbio
35598,ENSG00000189403,HMGB1,Tchem
35602,ENSG00000132952,USPL1,Tbio
35604,ENSG00000132965,ALOX5AP,Tchem
35608,ENSG00000102802,MEDAG,Tdark
35609,ENSG00000175664,TEX26,Tdark
35613,ENSG00000120694,HSPH1,Tbio
35614,ENSG00000187676,B3GLCT,Tbio
35618,ENSG00000133105,RXFP2,Tbio
35619,ENSG00000229715,EEF1DP3,Tdark
35624,ENSG00000073910,FRY,Tbio
35625,ENSG00000189167,ZAR1L,Tdark
35626,ENSG00000139618,BRCA2,Tbio
35628,ENSG00000139597,N4BP2L1,Tdark
35629,ENSG00000244754,N4BP2L2,Tbio
35632,ENSG00000083642,PDS5B,Tbio
35637,ENSG00000133116,KL,Tbio
35638,ENSG00000133121,STARD13,Tbio
35646,ENSG00000133119,RFC3,Tbio
35659,ENSG00000172915,NBEA,Tbio
35662,ENSG00000180660,MAB21L1,Tbio
35664,ENSG00000133083,DCLK1,Tchem
35665,ENSG00000120669,SOHLH2,Tbio
35666,ENSG00000242715,CCDC169,Tdark
35670,ENSG00000133101,CCNA1,Tbio
35672,ENSG00000180440,SERTM1,Tdark
35677,ENSG00000133111,RFXAP,Tbio
35678,ENSG00000120693,SMAD9,Tbio
35683,ENSG00000120697,ALG5,Tbio
35684,ENSG00000120699,EXOSC8,Tbio
35685,ENSG00000102710,SUPT20H,Tbio
35686,ENSG00000180138,CSNK1A1L,Tdark
35693,ENSG00000133110,POSTN,Tbio
35694,ENSG00000133107,TRPC4,Tchem
35699,ENSG00000120686,UFM1,Tbio
35704,ENSG00000150893,FREM2,Tbio
35709,ENSG00000133115,STOML3,Tbio
35710,ENSG00000120685,PROSER1,Tdark
35711,ENSG00000188811,NHLRC3,Tdark
35715,ENSG00000133103,COG6,Tbio
35726,ENSG00000150907,FOXO1,Tbio
35729,ENSG00000102738,MRPS31,Tdark
35731,ENSG00000102743,SLC25A15,Tbio
35736,ENSG00000120690,ELF1,Tbio
35738,ENSG00000120688,WBP4,Tbio
35741,ENSG00000165572,KBTBD6,Tdark
35744,ENSG00000120696,KBTBD7,Tdark
35746,ENSG00000120662,MTRF1,Tbio
35749,ENSG00000172766,NAA16,Tbio
35755,ENSG00000102760,RGCC,Tbio
35756,ENSG00000102763,VWA8,Tdark
35763,ENSG00000102780,DGKH,Tbio
35768,ENSG00000023516,AKAP11,Tbio
35771,ENSG00000120659,TNFSF11,Tclin
35772,ENSG00000179813,FAM216B,Tdark
35775,ENSG00000133106,EPSTI1,Tbio
35777,ENSG00000120675,DNAJC15,Tbio
35780,ENSG00000120658,ENOX1,Tbio
35785,ENSG00000151773,CCDC122,Tdark
35787,ENSG00000179630,LACC1,Tbio
35793,ENSG00000139656,SMIM2,Tdark
35798,ENSG00000151778,SERP2,Tdark
35800,ENSG00000102804,TSC22D1,Tbio
35807,ENSG00000083635,NUFIP1,Tbio
35808,ENSG00000133114,GPALPP1,Tdark
35812,ENSG00000188342,GTF2F2,Tbio
35815,ENSG00000180332,KCTD4,Tdark
35817,ENSG00000133112,TPT1,Tbio
35823,ENSG00000174032,SLC25A30,Tdark
35826,ENSG00000136152,COG3,Tbio
35827,ENSG00000165837,ERICH6B,Tdark
35833,ENSG00000174015,SPERT,Tbio
35835,ENSG00000215475,SIAH3,Tdark
35836,ENSG00000123200,ZC3H13,Tbio
35838,ENSG00000080618,CPB2,Tchem
35840,ENSG00000136167,LCP1,Tbio
35842,ENSG00000173988,LRRC63,Tdark
35846,ENSG00000102445,RUBCNL,Tbio
35854,ENSG00000136141,LRCH1,Tbio
35856,ENSG00000139684,ESD,Tchem
35857,ENSG00000102468,HTR2A,Tclin
35866,ENSG00000136143,SUCLA2,Tchem
35868,ENSG00000136159,NUDT15,Tbio
35870,ENSG00000136146,MED4,Tbio
35873,ENSG00000136156,ITM2B,Tbio
35875,ENSG00000139687,RB1,Tchem
35879,ENSG00000139679,LPAR6,Tchem
35881,ENSG00000136161,RCBTB2,Tbio
35885,ENSG00000152207,CYSLTR2,Tchem
35888,ENSG00000102531,FNDC3A,Tbio
35894,ENSG00000102539,MLNR,Tchem
35896,ENSG00000102543,CDADC1,Tbio
35897,ENSG00000102547,CAB39L,Tbio
35898,ENSG00000136169,SETDB2,Tbio
35900,ENSG00000136147,PHF11,Tbio
35901,ENSG00000136144,RCBTB1,Tbio
35903,ENSG00000152213,ARL11,Tbio
35904,ENSG00000123179,EBPL,Tchem
35905,ENSG00000102753,KPNA3,Tbio
35910,ENSG00000123178,SPRYD7,Tdark
35912,ENSG00000204977,TRIM13,Tbio
35914,ENSG00000198553,KCNRG,Tbio
35917,ENSG00000176124,DLEU1,Tbio
35920,ENSG00000232150,ST13P4,Tdark
35923,ENSG00000186047,DLEU7,Tdark
35927,ENSG00000136104,RNASEH2B,Tbio
35928,ENSG00000123201,GUCY1B2,Tclin
35934,ENSG00000150510,FAM124A,Tdark
35935,ENSG00000253309,SERPINE3,Tdark
35937,ENSG00000102786,INTS6,Tbio
35944,ENSG00000139668,WDFY2,Tbio
35947,ENSG00000102796,DHRS12,Tdark
35950,ENSG00000123171,CCDC70,Tdark
35951,ENSG00000232872,CTAGE3P,Tdark
35953,ENSG00000123191,ATP7B,Tbio
35955,ENSG00000253710,ALG11,Tbio
35956,ENSG00000253797,UTP14C,Tdark
35957,ENSG00000197168,NEK5,Tchem
35959,ENSG00000136098,NEK3,Tchem
35963,ENSG00000136114,THSD1,Tbio
35965,ENSG00000136100,VPS36,Tbio
35967,ENSG00000136108,CKAP2,Tbio
35973,ENSG00000139675,HNRNPA1L2,Tdark
35975,ENSG00000165416,SUGT1,Tbio
35976,ENSG00000136110,CNMD,Tbio
35979,ENSG00000136099,PCDH8,Tbio
35980,ENSG00000102837,OLFM4,Tbio
36000,ENSG00000204919,PRR20A,Tdark
36001,ENSG00000204918,PRR20B,Tdark
36002,ENSG00000229665,PRR20C,Tdark
36003,ENSG00000227151,PRR20D,Tdark
36004,ENSG00000234278,PRR20E,Tdark
36009,ENSG00000118946,PCDH17,Tbio
36021,ENSG00000139734,DIAPH3,Tbio
36029,ENSG00000083544,TDRD3,Tbio
36037,ENSG00000280165,PCDH20,Tbio
36068,ENSG00000184226,PCDH9,Tbio
36093,ENSG00000150361,KLHL1,Tbio
36096,ENSG00000230223,ATXN8OS,Tdark
36102,ENSG00000276644,DACH1,Tbio
36114,ENSG00000204899,MZT1,Tdark
36115,ENSG00000136122,BORA,Tbio
36116,ENSG00000083520,DIS3,Tbio
36117,ENSG00000083535,PIBF1,Tbio
36120,ENSG00000102554,KLF5,Tchem
36129,ENSG00000118922,KLF12,Tbio
36143,ENSG00000136111,TBC1D4,Tbio
36145,ENSG00000188243,COMMD6,Tbio
36146,ENSG00000118939,UCHL3,Tchem
36148,ENSG00000136153,LMO7,Tbio
36151,ENSG00000178734,LMO7DN,Tdark
36156,ENSG00000178695,KCTD12,Tchem
36159,ENSG00000102794,ACOD1,Tbio
36162,ENSG00000102805,CLN5,Tbio
36163,ENSG00000005812,FBXL3,Tbio
36166,ENSG00000005810,MYCBP2,Tbio
36168,ENSG00000136155,SCEL,Tbio
36172,ENSG00000139737,SLAIN1,Tdark
36174,ENSG00000136160,EDNRB,Tclin
36186,ENSG00000152192,POU4F1,Tbio
36187,ENSG00000152193,RNF219,Tdark
36194,ENSG00000139746,RBM26,Tdark
36198,ENSG00000102471,NDFIP2,Tbio
36204,ENSG00000136158,SPRY2,Tbio
36219,ENSG00000178235,SLITRK1,Tbio
36227,ENSG00000184564,SLITRK6,Tbio
36241,ENSG00000165300,SLITRK5,Tbio
36273,ENSG00000215417,MIR17HG,Tdark
36274,ENSG00000179399,GPC5,Tbio
36288,ENSG00000183098,GPC6,Tbio
36293,ENSG00000080166,DCT,Tbio
36294,ENSG00000088451,TGDS,Tbio
36295,ENSG00000152749,GPR180,Tbio
36299,ENSG00000125285,SOX21,Tbio
36305,ENSG00000125257,ABCC4,Tchem
36309,ENSG00000134873,CLDN10,Tbio
36311,ENSG00000134874,DZIP1,Tbio
36313,ENSG00000102580,DNAJC3,Tbio
36318,ENSG00000102595,UGGT2,Tbio
36320,ENSG00000185352,HS6ST3,Tdark
36328,ENSG00000165621,OXGR1,Tchem
36330,ENSG00000139793,MBNL2,Tbio
36332,ENSG00000125249,RAP2A,Tbio
36339,ENSG00000065150,IPO5,Tbio
36341,ENSG00000152767,FARP1,Tbio
36342,ENSG00000139797,RNF113B,Tdark
36348,ENSG00000102572,STK24,Tchem
36355,ENSG00000088386,SLC15A1,Tchem
36356,ENSG00000088387,DOCK9,Tbio
36365,ENSG00000134882,UBAC2,Tbio
36368,ENSG00000125245,GPR18,Tchem
36369,ENSG00000169508,GPR183,Tchem
36376,ENSG00000125304,TM9SF2,Tbio
36379,ENSG00000125246,CLYBL,Tbio
36384,ENSG00000139800,ZIC5,Tbio
36385,ENSG00000043355,ZIC2,Tbio
36390,ENSG00000175198,PCCA,Tbio
36394,ENSG00000134864,GGACT,Tbio
36398,ENSG00000125247,TMTC4,Tdark
36403,ENSG00000102452,NALCN,Tchem
36404,ENSG00000198542,ITGBL1,Tbio
36405,ENSG00000102466,FGF14,Tbio
36420,ENSG00000134900,TPP2,Tchem
36421,ENSG00000139780,METTL21C,Tbio
36422,ENSG00000175820,CCDC168,Tdark
36423,ENSG00000151287,TEX30,Tdark
36424,ENSG00000134901,KDELC1,Tbio
36425,ENSG00000134897,BIVM,Tdark
36426,ENSG00000134899,ERCC5,Tchem
36427,ENSG00000250878,METTL21EP,Tdark
36430,ENSG00000125255,SLC10A2,Tclin
36435,ENSG00000182346,DAOA,Tbio
36442,ENSG00000125266,EFNB2,Tbio
36444,ENSG00000134884,ARGLU1,Tdark
36452,ENSG00000204442,FAM155A,Tdark
36458,ENSG00000174405,LIG4,Tbio
36459,ENSG00000139826,ABHD13,Tdark
36460,ENSG00000102524,TNFSF13B,Tclin
36465,ENSG00000041515,MYO16,Tbio
36473,ENSG00000185950,IRS2,Tbio
36483,ENSG00000187498,COL4A1,Tbio
36485,ENSG00000134871,COL4A2,Tbio
36490,ENSG00000139832,RAB20,Tbio
36492,ENSG00000213995,NAXD,Tbio
36493,ENSG00000134905,CARS2,Tbio
36494,ENSG00000153487,ING1,Tbio
36497,ENSG00000255874,LINC00346,Tdark
36498,ENSG00000088448,ANKRD10,Tdark
36506,ENSG00000102606,ARHGEF7,Tbio
36510,ENSG00000153495,TEX29,Tdark
36515,ENSG00000182968,SOX1,Tbio
36522,ENSG00000153498,SPACA7,Tdark
36523,ENSG00000126216,TUBGCP3,Tbio
36525,ENSG00000197595,ATP11AUN,Tdark
36527,ENSG00000068650,ATP11A,Tbio
36530,ENSG00000126217,MCF2L,Tbio
36535,ENSG00000057593,F7,Tchem
36536,ENSG00000126218,F10,Tclin
36540,ENSG00000126231,PROZ,Tbio
